,pc1,BoringDetails,JobSecurity,RightWrongWay,DifficultCommunication,Type
50543,-1.3323139442691638,4,3,5,4,Mobile developer
50546,-0.7660808685591572,4,5,4,3,Mobile developer
50586,0.08566950123383324,3,4,3,1,Mobile developer
50607,-0.36573428602302815,2,4,2,2,Mobile developer
50694,0.6697435695201008,2,4,5,2,Mobile developer
50700,1.7665277357875893,3,4,4,2,Mobile developer
50726,-1.3323139442691638,5,1,2,2,Mobile developer
50964,1.087931144632492,3,2,2,4,Mobile developer
50995,0.6519025769438392,4,3,2,2,Mobile developer
51050,-0.7660808685591572,3,3,4,3,Mobile developer
51330,-0.19984779284915144,3,5,5,3,Mobile developer
51368,-1.3323139442691638,4,5,2,5,Mobile developer
881,-0.7660808685591572,4,4,4,2,DevOps specialist
1053,-0.7660808685591572,1,2,2,3,DevOps specialist
1784,-0.7839218611354192,2,4,2,1,DevOps specialist
4073,0.6519025769438392,2,4,2,3,DevOps specialist
5576,0.6519025769438392,3,3,3,3,DevOps specialist
6280,-0.9141263691567726,2,4,3,2,DevOps specialist
6317,-0.7839218611354192,1,4,3,2,DevOps specialist
6898,0.10351049381009496,4,4,2,2,DevOps specialist
7321,-0.7660808685591572,4,4,4,3,DevOps specialist
7635,0.2183397822632394,2,4,3,2,DevOps specialist
7662,0.2004987896869778,2,4,3,4,DevOps specialist
9822,0.2004987896869778,1,4,3,1,DevOps specialist
10119,0.2004987896869778,3,4,4,3,DevOps specialist
11188,1.218135652653845,2,3,3,2,DevOps specialist
11941,-0.3478932934467664,3,5,2,4,DevOps specialist
11992,-0.9141263691567726,3,2,1,2,DevOps specialist
12062,0.600845372223107,2,2,4,1,DevOps specialist
13332,-0.7660808685591572,2,4,2,2,DevOps specialist
13432,-0.36573428602302815,3,4,2,2,DevOps specialist
13731,-0.33251807387855764,2,2,1,2,DevOps specialist
14302,-1.3323139442691638,2,4,2,2,DevOps specialist
14336,0.2183397822632394,4,4,2,2,DevOps specialist
14818,0.6519025769438392,3,5,3,3,DevOps specialist
15201,0.6519025769438392,4,4,4,2,DevOps specialist
15246,0.2337150018314483,3,2,2,2,DevOps specialist
15252,-0.7839218611354192,1,4,2,1,DevOps specialist
15777,-0.7660808685591572,2,4,1,5,DevOps specialist
16464,2.6361190981568416,5,3,2,3,DevOps specialist
17135,-1.3323139442691638,3,3,5,2,DevOps specialist
17384,2.18471531089998,2,4,2,2,DevOps specialist
19590,-0.9141263691567726,3,3,4,4,DevOps specialist
19985,2.1668743183237185,3,3,5,2,DevOps specialist
20590,0.10351049381009496,3,4,3,3,DevOps specialist
22676,-1.3323139442691638,4,4,3,3,DevOps specialist
22815,0.8969363734183372,4,5,2,2,DevOps specialist
22989,1.218135652653845,3,4,3,3,DevOps specialist
24821,0.2004987896869778,2,3,3,2,DevOps specialist
25187,-0.9141263691567726,5,5,4,1,DevOps specialist
25973,0.6519025769438392,3,4,4,2,DevOps specialist
26565,0.6519025769438392,4,4,4,2,DevOps specialist
26842,0.2337150018314483,3,3,3,2,DevOps specialist
26870,-0.7660808685591572,2,5,3,3,DevOps specialist
29796,-1.3323139442691638,2,3,3,2,DevOps specialist
30844,-0.7660808685591572,3,5,4,3,DevOps specialist
31577,-0.7839218611354192,3,4,2,1,DevOps specialist
31642,-1.3323139442691638,2,3,1,2,DevOps specialist
32726,0.6519025769438392,3,4,3,3,DevOps specialist
33865,-0.9141263691567726,2,3,5,1,DevOps specialist
34619,-1.3323139442691638,2,5,1,2,DevOps specialist
35192,-0.7660808685591572,5,2,4,2,DevOps specialist
35276,0.08566950123383324,3,5,5,3,DevOps specialist
36048,-0.33251807387855764,2,3,2,3,DevOps specialist
36118,0.7667318653969837,3,4,2,2,DevOps specialist
36546,1.748686743211327,2,4,3,2,DevOps specialist
37559,-1.3323139442691638,2,3,3,3,DevOps specialist
38259,-0.7660808685591572,2,3,4,1,DevOps specialist
40895,0.5549142810669564,3,3,1,2,DevOps specialist
40976,-1.3323139442691638,3,4,3,3,DevOps specialist
41065,0.7999480775414544,3,4,3,2,DevOps specialist
41362,0.18265779711071606,4,3,1,2,DevOps specialist
42287,-1.3323139442691638,2,4,3,3,DevOps specialist
42901,0.7999480775414544,1,4,2,5,DevOps specialist
44118,0.25155599440771,3,5,2,2,DevOps specialist
44734,-0.7660808685591572,2,4,3,2,DevOps specialist
46623,-0.9141263691567726,3,4,1,2,DevOps specialist
46768,0.6697435695201008,4,4,2,4,DevOps specialist
46879,-1.3323139442691638,3,5,3,4,DevOps specialist
47020,1.218135652653845,4,4,1,3,DevOps specialist
47287,-0.7839218611354192,3,2,3,2,DevOps specialist
49471,0.2337150018314483,2,2,4,2,DevOps specialist
49597,-0.7660808685591572,3,4,3,1,DevOps specialist
49619,5.168727702503589,1,2,4,2,DevOps specialist
49870,1.218135652653845,4,3,4,2,DevOps specialist
50528,0.08566950123383324,2,3,3,2,DevOps specialist
50669,0.2337150018314483,4,3,3,3,DevOps specialist
50845,-1.3323139442691638,5,3,5,2,DevOps specialist
33,-0.7660808685591572,3,4,4,2,Web developer
50,-0.33251807387855764,3,5,3,1,Web developer
53,0.6519025769438392,3,4,2,2,Web developer
61,1.6363232277662363,4,5,2,4,Web developer
62,-0.2176887854254132,2,2,2,2,Web developer
72,-1.3323139442691638,2,5,2,1,Web developer
76,-1.3323139442691638,4,5,3,2,Web developer
83,0.6340615843675775,2,5,4,2,Web developer
90,1.3483401606751986,3,4,4,1,Web developer
93,-0.3478932934467664,3,3,4,2,Web developer
109,-0.36573428602302815,2,5,2,1,Web developer
112,2.18471531089998,2,2,5,1,Web developer
115,-0.3478932934467664,2,2,3,2,Web developer
132,1.651698447334445,4,3,4,2,Web developer
133,-1.3323139442691638,3,4,3,1,Web developer
156,-0.3478932934467664,5,4,2,2,Web developer
157,0.6697435695201008,2,4,2,2,Web developer
158,0.6519025769438392,2,4,3,3,Web developer
167,-1.3323139442691638,1,4,1,2,Web developer
181,1.218135652653845,2,3,2,4,Web developer
183,0.6519025769438392,3,3,2,2,Web developer
185,-0.7660808685591572,1,3,3,2,Web developer
195,0.6519025769438392,4,5,3,1,Web developer
212,2.6361190981568416,3,3,4,3,Web developer
224,-1.3323139442691638,3,3,1,1,Web developer
249,-0.31467708130229605,2,4,3,3,Web developer
250,-1.3323139442691638,2,4,5,2,Web developer
264,0.6697435695201008,2,3,2,3,Web developer
279,-1.3323139442691638,3,1,2,1,Web developer
285,-0.7660808685591572,4,4,5,2,Web developer
286,0.3485442902845928,3,5,4,3,Web developer
357,-0.7839218611354192,2,2,4,1,Web developer
359,0.6519025769438392,5,4,1,2,Web developer
360,-0.2176887854254132,2,5,3,2,Web developer
382,0.6519025769438392,4,3,4,3,Web developer
387,0.18265779711071606,2,5,4,1,Web developer
390,-1.3323139442691638,3,3,4,2,Web developer
402,-0.7660808685591572,4,4,4,2,Web developer
408,-0.31467708130229605,2,4,3,1,Web developer
412,-0.42950636975544065,3,3,2,2,Web developer
429,-0.7839218611354192,2,4,3,2,Web developer
469,0.7488908728207221,1,4,3,3,Web developer
510,-0.9141263691567726,5,5,3,2,Web developer
518,-0.31467708130229605,2,4,3,2,Web developer
533,-0.7660808685591572,2,3,3,3,Web developer
548,0.10351049381009496,2,4,3,2,Web developer
558,-0.2176887854254132,2,5,2,3,Web developer
563,-1.3323139442691638,2,5,2,2,Web developer
578,-0.9141263691567726,4,3,1,1,Web developer
581,-0.9141263691567726,2,3,2,2,Web developer
597,-1.3323139442691638,1,5,3,2,Web developer
599,-0.31467708130229605,3,4,4,2,Web developer
625,0.6519025769438392,2,3,3,2,Web developer
634,-0.2176887854254132,4,3,1,3,Web developer
641,0.2337150018314483,2,3,2,1,Web developer
653,1.0700901520562303,3,2,2,2,Web developer
689,-0.7839218611354192,3,5,2,2,Web developer
704,1.6695394399107062,2,4,4,2,Web developer
706,-0.4959387940443814,4,4,1,2,Web developer
743,0.10351049381009496,2,5,2,2,Web developer
780,2.18471531089998,3,4,1,2,Web developer
784,0.25155599440771,3,4,4,2,Web developer
790,-0.7660808685591572,2,5,5,2,Web developer
791,0.6519025769438392,3,4,2,3,Web developer
816,-0.880910157012302,2,4,5,1,Web developer
834,0.2004987896869778,2,3,3,2,Web developer
902,0.2183397822632394,4,4,2,4,Web developer
939,0.10351049381009496,4,4,5,2,Web developer
948,0.2004987896869778,1,4,1,3,Web developer
962,-1.3323139442691638,2,5,2,2,Web developer
999,0.2337150018314483,2,2,3,1,Web developer
1003,0.6519025769438392,1,3,2,1,Web developer
1024,0.6519025769438392,3,3,2,2,Web developer
1030,-1.3323139442691638,2,5,4,2,Web developer
1032,0.10351049381009496,4,5,2,2,Web developer
1037,-0.7660808685591572,2,4,3,1,Web developer
1043,1.218135652653845,4,5,3,2,Web developer
1075,-1.3323139442691638,1,4,1,2,Web developer
1083,1.218135652653845,2,4,2,1,Web developer
1084,-0.36573428602302815,3,4,3,2,Web developer
1086,-1.3323139442691638,1,5,2,1,Web developer
1095,-0.2176887854254132,2,3,1,1,Web developer
1117,-0.7839218611354192,2,3,3,2,Web developer
1141,0.2337150018314483,2,3,3,1,Web developer
1165,1.2002946600775835,2,4,2,3,Web developer
1169,0.2337150018314483,2,4,2,2,Web developer
1170,-0.31467708130229605,4,4,3,3,Web developer
1177,0.2337150018314483,2,4,3,2,Web developer
1186,-0.7660808685591572,2,5,2,2,Web developer
1191,0.6519025769438392,2,3,3,2,Web developer
1206,-0.7839218611354192,2,3,2,2,Web developer
1207,0.10351049381009496,3,3,2,4,Web developer
1223,-1.3323139442691638,2,5,1,1,Web developer
1264,2.18471531089998,2,4,3,2,Web developer
1271,1.2002946600775835,3,4,3,2,Web developer
1277,0.2183397822632394,4,5,4,4,Web developer
1316,-1.3323139442691638,2,3,3,2,Web developer
1355,-1.3323139442691638,3,5,2,2,Web developer
1359,0.2004987896869778,2,4,2,1,Web developer
1360,0.6519025769438392,2,4,2,2,Web developer
1361,-0.7839218611354192,1,1,1,1,Web developer
1373,-0.3478932934467664,3,3,3,1,Web developer
1383,1.7665277357875893,4,3,3,3,Web developer
1387,-1.3323139442691638,1,1,5,1,Web developer
1391,-0.2176887854254132,1,3,2,1,Web developer
1422,-0.880910157012302,2,3,1,2,Web developer
1458,0.7999480775414544,3,4,3,2,Web developer
1471,0.6519025769438392,2,4,3,2,Web developer
1472,1.297282955954466,1,5,2,1,Web developer
1477,-1.3323139442691638,2,3,2,2,Web developer
1484,0.3485442902845928,4,4,3,2,Web developer
1503,0.6340615843675775,2,4,3,1,Web developer
1517,1.218135652653845,2,4,4,2,Web developer
1521,-0.7839218611354192,2,5,4,2,Web developer
1562,0.2337150018314483,4,5,5,3,Web developer
1565,0.6519025769438392,3,4,4,2,Web developer
1566,0.18265779711071606,3,3,2,2,Web developer
1582,0.25155599440771,1,4,4,2,Web developer
1606,0.6519025769438392,3,4,4,4,Web developer
1608,-1.3323139442691638,5,5,4,2,Web developer
1611,0.330703297708331,2,4,2,2,Web developer
1638,-0.2176887854254132,2,5,3,2,Web developer
1648,1.7665277357875893,2,3,2,3,Web developer
1651,0.2337150018314483,2,5,2,2,Web developer
1652,1.4631694491283431,4,3,1,2,Web developer
1687,0.6519025769438392,2,3,4,2,Web developer
1701,-1.3323139442691638,2,5,4,2,Web developer
1705,-0.7660808685591572,1,5,1,1,Web developer
1707,-1.3323139442691638,2,3,3,2,Web developer
1712,0.6519025769438392,4,4,2,3,Web developer
1722,-0.33251807387855764,3,2,3,2,Web developer
1746,0.05245328908936277,3,4,3,2,Web developer
1748,-0.19984779284915144,1,5,1,1,Web developer
1751,-0.880910157012302,1,5,2,1,Web developer
1752,0.2004987896869778,3,3,3,2,Web developer
1758,0.2337150018314483,3,4,2,2,Web developer
1759,0.7821070849651927,2,5,3,2,Web developer
1790,-0.3478932934467664,2,4,3,4,Web developer
1792,-0.3478932934467664,2,5,2,2,Web developer
1793,0.08566950123383324,2,4,1,2,Web developer
1795,0.2004987896869778,4,5,3,2,Web developer
1812,-1.3323139442691638,3,4,2,3,Web developer
1816,2.3149198189213336,4,4,2,2,Web developer
1828,0.6519025769438392,4,4,2,2,Web developer
1855,1.7665277357875893,3,4,4,3,Web developer
1867,1.2002946600775835,2,3,3,2,Web developer
1875,-1.3323139442691638,2,5,3,1,Web developer
1880,0.748890872820722,2,2,3,3,Web developer
1892,-1.3323139442691638,2,4,2,3,Web developer
1932,1.0700901520562303,2,4,2,2,Web developer
1944,-0.23552977800167496,2,4,2,2,Web developer
1949,0.25155599440771,1,2,4,2,Web developer
1955,-0.7660808685591572,2,5,1,1,Web developer
1961,-0.9141263691567726,4,4,3,2,Web developer
1982,-1.3323139442691638,2,4,2,3,Web developer
1997,-0.7660808685591572,3,5,3,3,Web developer
2000,0.25155599440771,2,4,3,3,Web developer
2007,-1.3323139442691638,2,4,4,2,Web developer
2011,-0.3478932934467664,2,4,3,3,Web developer
2013,-1.3323139442691638,2,3,2,2,Web developer
2016,0.2337150018314483,2,3,4,2,Web developer
2020,1.218135652653845,2,2,2,2,Web developer
2028,0.6519025769438392,2,4,2,2,Web developer
2066,0.7029597816645713,1,4,2,2,Web developer
2103,-0.9141263691567726,1,4,5,1,Web developer
2124,0.2337150018314483,4,4,2,2,Web developer
2130,-1.3323139442691638,2,4,3,3,Web developer
2131,0.10351049381009496,3,4,4,2,Web developer
2138,-1.3323139442691638,4,4,3,2,Web developer
2144,0.2004987896869778,2,4,3,3,Web developer
2148,0.08566950123383324,2,2,2,2,Web developer
2155,-0.2176887854254132,2,4,3,2,Web developer
2157,0.6519025769438392,2,4,1,1,Web developer
2160,-1.3323139442691638,4,2,3,2,Web developer
2162,1.7665277357875893,2,4,4,2,Web developer
2182,1.233510872222054,4,4,2,3,Web developer
2190,-0.31467708130229605,2,4,2,3,Web developer
2199,0.3485442902845928,4,3,3,2,Web developer
2209,0.18265779711071606,2,4,4,2,Web developer
2312,0.2004987896869778,2,4,3,3,Web developer
2337,-0.7660808685591572,3,3,2,1,Web developer
2368,-0.2176887854254132,1,4,2,2,Web developer
2373,-0.19984779284915144,3,3,5,2,Web developer
2415,0.3485442902845928,2,3,4,4,Web developer
2419,-0.3478932934467664,5,3,1,3,Web developer
2427,-0.462722581899911,3,3,3,2,Web developer
2433,0.7667318653969837,3,4,2,2,Web developer
2441,-1.3323139442691638,2,4,3,2,Web developer
2480,-1.3323139442691638,1,1,1,4,Web developer
2486,-1.3323139442691638,4,5,2,2,Web developer
2488,-0.9141263691567726,3,4,2,3,Web developer
2489,-0.011318794643049641,5,1,4,2,Web developer
2495,-1.3323139442691638,2,3,3,3,Web developer
2536,-0.36573428602302815,2,4,4,2,Web developer
2542,-0.2176887854254132,2,4,2,2,Web developer
2544,0.6519025769438392,2,3,3,2,Web developer
2558,0.10351049381009496,4,4,4,3,Web developer
2566,-0.7660808685591572,3,4,1,2,Web developer
2570,-1.3323139442691638,4,5,4,2,Web developer
2585,0.6519025769438392,2,4,3,2,Web developer
2594,0.2337150018314483,2,4,2,4,Web developer
2598,0.6697435695201008,2,5,2,2,Web developer
2609,0.6519025769438392,2,4,3,2,Web developer
2612,2.766323606178195,3,5,2,4,Web developer
2613,-0.3478932934467664,3,3,3,2,Web developer
2615,-1.3323139442691638,1,4,3,2,Web developer
2632,0.6519025769438392,4,4,2,2,Web developer
2638,-1.3323139442691638,2,3,3,2,Web developer
2658,0.25155599440771,2,4,3,2,Web developer
2660,-1.3323139442691638,4,4,2,1,Web developer
2678,0.6851187890883096,2,4,2,1,Web developer
2690,1.1033063642007006,2,4,2,2,Web developer
2720,1.6695394399107062,2,3,3,3,Web developer
2726,-1.3323139442691638,2,5,3,2,Web developer
2728,1.651698447334445,4,3,2,3,Web developer
2734,-1.3323139442691638,5,5,4,3,Web developer
2735,0.2183397822632394,4,3,5,3,Web developer
2740,0.2004987896869778,2,3,2,1,Web developer
2742,0.6519025769438392,2,5,2,2,Web developer
2748,-1.3323139442691638,3,4,3,2,Web developer
2785,-1.3323139442691638,4,3,4,2,Web developer
2788,-1.3323139442691638,5,4,3,3,Web developer
2791,1.218135652653845,2,3,2,4,Web developer
2793,0.2004987896869778,2,3,2,3,Web developer
2829,-1.3323139442691638,2,4,3,2,Web developer
2840,-0.7660808685591572,2,4,2,3,Web developer
2847,-0.2176887854254132,4,3,2,2,Web developer
2848,3.7353690374323834,4,4,2,1,Web developer
2851,-1.3323139442691638,1,4,2,1,Web developer
2856,0.4068687804693414,3,3,5,2,Web developer
2866,-0.31467708130229605,4,4,5,3,Web developer
2890,0.05245328908936277,2,4,3,2,Web developer
2899,0.13672670595456538,3,4,3,3,Web developer
2903,-1.3323139442691638,4,4,1,1,Web developer
2923,-0.7660808685591572,3,4,4,2,Web developer
2931,0.05245328908936277,2,4,4,2,Web developer
2944,-0.9141263691567726,2,3,4,3,Web developer
2965,0.10351049381009496,3,5,3,4,Web developer
2975,-1.3323139442691638,2,1,2,2,Web developer
2981,1.6363232277662363,2,4,4,3,Web developer
3008,-1.3323139442691638,3,5,3,1,Web developer
3012,0.6697435695201008,2,4,3,2,Web developer
3039,-1.3323139442691638,3,4,5,3,Web developer
3065,-0.2176887854254132,5,5,4,2,Web developer
3066,0.2337150018314483,5,3,2,2,Web developer
3069,0.10351049381009496,2,4,4,3,Web developer
3101,-0.23552977800167496,2,4,2,1,Web developer
3102,-0.7839218611354192,1,3,3,2,Web developer
3122,-1.3323139442691638,1,4,1,1,Web developer
3128,-0.31467708130229605,3,4,3,4,Web developer
3162,-0.7660808685591572,5,3,2,4,Web developer
3187,-1.3323139442691638,4,4,2,2,Web developer
3190,3.3325566818882004,2,4,2,2,Web developer
3213,-0.31467708130229605,3,4,4,4,Web developer
3220,-0.3478932934467664,3,4,3,1,Web developer
3244,-1.3323139442691638,3,4,3,2,Web developer
3290,-1.3323139442691638,2,4,5,4,Web developer
3321,-1.3323139442691638,2,5,3,1,Web developer
3340,0.3485442902845928,3,5,5,2,Web developer
3348,0.10351049381009496,3,3,4,3,Web developer
3351,-0.4959387940443814,4,5,3,1,Web developer
3363,-0.462722581899911,3,4,3,3,Web developer
3374,-0.7660808685591572,4,3,4,1,Web developer
3376,-0.7839218611354192,2,4,2,1,Web developer
3402,-0.880910157012302,2,3,2,2,Web developer
3424,-0.7660808685591572,3,4,2,2,Web developer
3453,1.2002946600775835,2,3,4,3,Web developer
3456,-0.7660808685591572,1,4,4,1,Web developer
3458,0.2337150018314483,2,4,3,1,Web developer
3493,0.2004987896869778,2,4,2,2,Web developer
3496,-0.9141263691567726,2,3,2,2,Web developer
3499,-1.3323139442691638,3,1,2,4,Web developer
3505,1.218135652653845,3,4,4,3,Web developer
3506,-0.7660808685591572,2,4,3,1,Web developer
3511,0.7999480775414544,2,5,1,3,Web developer
3533,-0.880910157012302,4,3,5,4,Web developer
3538,-0.7660808685591572,4,4,4,2,Web developer
3552,0.10351049381009496,2,4,3,2,Web developer
3555,1.218135652653845,2,4,2,2,Web developer
3556,1.7843687283638512,2,2,4,2,Web developer
3562,-0.2176887854254132,2,4,5,3,Web developer
3577,-0.7660808685591572,3,2,2,2,Web developer
3579,0.6519025769438392,3,3,1,2,Web developer
3588,-0.9141263691567726,2,3,5,2,Web developer
3606,-0.7660808685591572,4,3,2,2,Web developer
3611,1.218135652653845,5,4,3,3,Web developer
3616,0.6519025769438392,2,3,3,3,Web developer
3620,-0.2176887854254132,3,4,5,3,Web developer
3631,-0.7660808685591572,2,4,1,1,Web developer
3641,-0.33251807387855764,3,3,3,1,Web developer
3652,0.25155599440771,2,5,2,5,Web developer
3654,1.2002946600775835,4,5,2,2,Web developer
3655,0.7999480775414544,2,2,4,2,Web developer
3691,-0.19984779284915144,3,4,4,2,Web developer
3704,1.315123948530728,2,2,3,2,Web developer
3708,0.6519025769438392,4,5,4,2,Web developer
3711,0.5881304932114269,1,5,1,1,Web developer
3725,-1.3323139442691638,4,4,4,2,Web developer
3738,-1.3323139442691638,5,5,5,4,Web developer
3742,-0.9141263691567726,1,2,4,2,Web developer
3750,-0.462722581899911,2,4,3,2,Web developer
3763,-0.31467708130229605,3,3,4,1,Web developer
3766,-0.36573428602302815,2,4,2,1,Web developer
3777,0.2004987896869778,3,4,1,2,Web developer
3815,0.6519025769438392,2,4,3,2,Web developer
3829,-1.3323139442691638,3,5,2,2,Web developer
3851,0.6519025769438392,4,4,4,3,Web developer
3860,0.31286230513206925,4,3,3,4,Web developer
3878,-0.7660808685591572,2,3,5,2,Web developer
3889,-0.36573428602302815,2,4,3,2,Web developer
3916,-0.33251807387855764,1,5,3,3,Web developer
3925,0.6519025769438392,4,4,4,2,Web developer
3927,-0.04453500678752002,3,3,5,2,Web developer
3935,0.7821070849651927,2,5,3,3,Web developer
3936,-0.2176887854254132,2,5,2,3,Web developer
3953,-1.3323139442691638,1,5,3,1,Web developer
3956,0.2337150018314483,3,4,2,3,Web developer
3961,1.1033063642007006,3,4,1,1,Web developer
3967,-0.31467708130229605,3,4,5,4,Web developer
3972,0.6519025769438392,4,4,3,2,Web developer
