,Mac OS,Microsoft Azure,SharePoint,Windows Phone,iOS,Serverless,Mainframe,Raspberry Pi,Windows Desktop,Salesforce,Linux Desktop,Amazon Web Services (AWS),Arduino,WordPress,Android
805,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0
806,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
807,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1
808,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
809,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
810,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
815,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1
817,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
822,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
823,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
825,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
828,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
829,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
833,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
834,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
839,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
841,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
842,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
847,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
848,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
849,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
851,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
854,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
855,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
856,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
860,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
862,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
865,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0
866,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
868,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
871,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
873,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
876,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
877,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
878,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
879,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
881,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
882,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1
883,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
884,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
889,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
890,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
893,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
895,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
896,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
897,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
898,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0
899,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
901,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1
902,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
903,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1
904,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
905,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
906,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
909,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
912,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0
914,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
915,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
916,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
917,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
919,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
920,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
921,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
922,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
923,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
931,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
937,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
940,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
942,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
950,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
953,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
954,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
955,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
956,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
958,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
961,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
962,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
964,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
968,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1
969,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
974,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
976,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
978,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
979,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
980,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
983,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
988,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
989,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
990,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
991,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
992,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
995,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
997,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
999,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1003,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1004,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1005,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1009,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1010,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
1012,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1014,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1016,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1021,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1022,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
1023,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1028,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1030,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1031,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1033,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1034,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1036,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1038,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1040,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1
1043,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1
1044,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1045,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1046,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1051,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1052,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1054,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1055,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1059,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1
1060,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1062,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1064,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1066,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1069,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1070,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1071,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1072,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
1073,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1
1075,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1077,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1084,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1085,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1090,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1091,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1095,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1097,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1101,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
1111,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1113,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1118,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1121,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
1123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1124,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1127,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1129,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0
1138,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
1139,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1141,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1142,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1144,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1145,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1146,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1147,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1150,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1153,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1156,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
1157,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1159,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1162,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1164,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1165,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
1166,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1178,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
1184,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
1185,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1186,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1188,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1189,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1191,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1192,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1
1193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1198,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1202,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1203,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1206,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1208,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1210,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1212,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1214,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1217,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1220,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1223,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1226,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1228,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1230,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1238,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1240,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1247,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1248,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1254,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1
1259,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1261,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1263,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1265,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1270,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
1273,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1274,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1279,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1281,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1285,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
1286,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1288,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
1293,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1294,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1295,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
1297,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1298,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1299,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1301,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1309,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1310,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1316,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1318,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1321,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1324,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
1325,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1326,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1327,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1329,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1330,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1334,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
1336,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1337,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1341,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1344,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1345,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1347,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
1350,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
1352,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1357,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1
1360,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1362,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1364,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1365,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1366,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1370,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1371,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1376,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
1378,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1380,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1381,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1382,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1383,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1387,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1391,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
1392,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1393,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1397,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1
1399,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1
1400,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1408,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1409,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1411,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1413,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1
1415,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1416,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1419,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1420,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1422,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1
1423,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1
1424,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1425,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1427,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1
1430,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1433,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1434,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1437,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1
1439,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1440,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1441,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1442,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
1443,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1445,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1446,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1448,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
1449,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
1450,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1452,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1458,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1459,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1
1460,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1461,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1462,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1464,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
1465,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1466,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1468,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1473,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1474,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1476,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1480,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
1481,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1482,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1483,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1488,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
1493,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1496,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1500,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1503,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1
1504,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1505,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1507,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1510,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0
1514,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1519,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1522,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1523,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1528,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1534,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1539,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1542,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
1544,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1546,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1549,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1550,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1553,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1555,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1558,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1559,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1562,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1568,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1
1571,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1572,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1575,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1576,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1577,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1579,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1580,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1581,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1582,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1583,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
1585,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1586,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1591,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1593,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1594,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1597,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1600,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1602,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1603,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1605,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1608,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1612,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1613,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
1614,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1618,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1626,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1628,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1635,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1636,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1637,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1645,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
1649,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1651,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1652,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1653,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1656,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1661,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1669,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1670,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1672,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1673,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1
