,Mainframe,Raspberry Pi,Linux Desktop,SharePoint,Amazon Web Services (AWS),Android,Windows Phone,WordPress,iOS,Mac OS,Microsoft Azure,Arduino,Serverless,Salesforce,Windows Desktop
48394,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
48397,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
48398,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
48399,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48401,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
48403,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
48404,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48405,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
48409,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
48410,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
48412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48416,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
48417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48418,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48420,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48421,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
48422,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1
48425,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
48426,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
48430,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
48431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48437,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
48438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48439,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
48440,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
48441,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
48442,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48443,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
48445,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
48447,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
48450,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
48451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48452,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
48453,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48454,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
48455,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
48456,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
48458,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48460,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48462,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48463,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
48465,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
48467,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48470,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
48473,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48476,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
48477,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
48481,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
48483,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
48485,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48488,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1
48489,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48490,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
48491,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
48493,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
48494,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
48496,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48497,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
48498,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
48499,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0
48500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48502,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48504,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
48505,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
48507,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1
48508,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
48509,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48513,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
48515,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
48516,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
48517,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
48518,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48520,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48521,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48523,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
48526,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
48527,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
48528,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48529,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0
48530,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0
48532,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
48533,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48534,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
48536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48537,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48540,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48545,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
48547,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
48549,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48550,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48553,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48554,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0
48556,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
48557,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48558,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48559,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
48561,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
48562,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48563,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
48564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48565,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0
48566,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
48568,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48569,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48570,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48575,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
48576,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
48577,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48579,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1
48580,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
48581,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
48582,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0
48583,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
48584,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
48585,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
48587,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
48589,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48590,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48592,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48593,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
48595,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48596,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
48597,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
48598,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48600,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
48603,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48604,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
48605,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
48608,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48612,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1
48613,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
48614,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
48616,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
48618,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48619,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
48621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48623,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48624,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
48625,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1
48626,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48627,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1
48629,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48632,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
48633,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
48634,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48635,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
48636,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
48637,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48638,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
48639,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48640,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48641,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48643,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
48644,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
48645,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
48646,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48648,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48651,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0
48652,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48653,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48654,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48656,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48657,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48658,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
48659,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
48661,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
48662,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
48663,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
48664,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
48665,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
48666,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1
48667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
48669,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48672,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
48673,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
48674,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
48676,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
48678,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48679,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48680,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
48681,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
48682,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48683,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
48684,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48685,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48686,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
48687,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
48688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48689,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48690,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48691,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48692,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
48693,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
48695,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
48696,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
48697,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48698,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0
48699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48700,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
48701,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
48702,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48703,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
48705,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1
48706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48707,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48711,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
48712,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48713,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
48714,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
48715,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48718,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
48719,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
48721,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
48723,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1
48724,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48725,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
48726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48734,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
48736,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48738,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48739,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1
48740,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
48741,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
48742,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
48745,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
48746,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48747,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
48750,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48751,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
48753,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
48754,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
48756,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48761,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
48762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48763,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
48765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48766,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
48767,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48768,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
48769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48770,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1
48771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48773,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1
48774,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
48775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48777,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48778,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
48779,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48780,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48781,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
48783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48785,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48786,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
48787,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
48788,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
48789,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
48790,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
48791,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48792,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48793,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48794,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
48796,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
48799,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48800,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1
48801,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
48802,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
48803,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0
48804,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
48806,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48807,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
48808,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
48810,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
48811,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
48815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48817,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48818,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
48819,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48820,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
48821,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48822,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
48823,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48827,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
48829,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1
48832,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
48833,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
48836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48838,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
48840,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
48841,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48842,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48845,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48846,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
48847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48848,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48850,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
48851,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
48854,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
48857,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
48859,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1
48861,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
48863,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48864,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
48865,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48866,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
48867,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
48870,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48872,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
48875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48877,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
48878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48879,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
48880,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48883,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
48884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48886,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
48889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48890,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1
48892,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48893,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
48894,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
48895,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
48897,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
48898,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
48899,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
48900,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
48902,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
48904,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
48905,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48908,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
48909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
48910,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
48911,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48912,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
48913,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
48914,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48915,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
48918,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48919,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
48920,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48923,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0
48924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48925,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48926,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
48927,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0
48928,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
48930,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
48931,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
48932,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
48934,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48935,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
48936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48937,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
48938,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
48939,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48944,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
48945,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
48946,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
48947,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
48948,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48950,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
48952,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48955,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
48956,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
48957,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
48959,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
48960,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48961,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
48962,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
48963,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
48964,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48966,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
48967,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
48968,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
48969,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
48970,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
48971,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
48973,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
48975,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
48976,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
48977,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
48978,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
48982,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
48983,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
48985,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
48986,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
48987,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1
48988,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
48989,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1
48990,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48991,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
48992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48995,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
48996,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
48997,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
48998,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
48999,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
