,Spark,Xamarin,Hadoop,Node.js,.NET Core,AngularJS,Cordova,Firebase,React
23389,0,0,0,0,1,0,0,0,0
23392,0,0,1,0,0,0,0,0,0
23394,0,0,0,1,1,1,0,0,1
23397,1,1,0,0,1,1,0,0,0
23399,0,0,1,1,0,0,0,1,0
23400,0,0,0,1,0,0,0,0,1
23408,0,1,0,0,1,0,0,0,0
23411,0,1,0,1,0,1,0,0,1
23413,0,0,0,0,0,0,0,1,1
23416,0,0,0,1,1,0,0,0,0
23419,0,0,0,0,0,0,0,1,0
23425,0,0,0,0,1,0,0,0,0
23426,0,0,1,0,0,0,0,0,0
23428,0,0,0,0,0,0,0,0,1
23432,0,0,0,0,1,1,0,1,0
23433,0,1,0,0,1,0,1,0,1
23434,0,0,0,1,0,0,0,0,0
23435,1,1,1,1,1,1,1,1,1
23439,0,0,0,1,0,1,0,0,1
23440,0,0,0,1,0,0,0,0,0
23445,0,0,0,1,0,1,1,1,1
23446,0,0,0,0,0,0,0,1,0
23448,0,0,0,0,1,1,0,0,0
23449,0,0,0,0,1,1,1,0,0
23450,0,0,0,1,0,0,0,0,1
23452,0,0,0,1,0,1,0,1,1
23461,0,0,0,1,0,0,0,0,0
23463,0,0,0,0,0,0,0,0,1
23469,0,0,0,1,1,0,0,0,0
23470,0,0,0,1,0,1,0,0,0
23474,0,1,1,1,1,1,0,0,0
23475,0,0,0,1,0,1,1,0,0
23477,0,0,0,0,0,1,0,0,0
23478,0,0,0,1,0,1,0,0,0
23479,0,1,0,0,1,0,0,0,0
23480,0,1,0,0,0,0,0,0,0
23481,0,0,0,1,0,0,0,0,0
23484,0,0,0,0,1,0,0,0,0
23486,0,0,0,1,1,0,0,0,0
23487,0,0,0,0,0,1,0,0,0
23489,0,1,0,0,0,0,0,0,0
23493,0,0,0,1,0,1,0,0,1
23495,1,0,1,1,0,0,0,0,0
23496,0,1,0,1,1,0,0,0,0
23497,0,0,0,0,1,0,0,0,0
23498,0,0,1,1,0,0,0,0,1
23499,1,0,0,0,0,0,0,0,0
23500,0,0,0,1,0,0,0,0,0
23501,0,1,0,1,1,0,0,1,1
23506,0,0,0,0,0,1,0,0,0
23511,0,0,0,0,0,0,0,1,0
23512,1,0,0,0,0,0,0,0,0
23516,0,0,0,0,0,1,1,0,0
23517,0,0,1,0,0,0,0,0,0
23518,0,0,0,1,0,1,0,0,0
23520,0,0,0,1,0,0,0,0,1
23524,0,0,0,1,1,1,0,0,0
23526,0,0,0,0,1,0,0,0,0
23529,0,0,0,1,0,0,0,0,1
23530,0,0,0,1,1,1,0,0,0
23531,0,0,0,0,0,0,0,0,1
23532,0,0,1,0,0,0,0,0,0
23533,0,0,0,0,1,0,0,0,0
23535,1,1,1,1,1,1,1,1,1
23536,0,0,0,1,0,0,0,0,1
23542,0,0,0,1,1,1,0,0,0
23545,0,0,0,1,1,1,0,0,1
23552,0,0,0,0,0,0,0,0,1
23556,0,0,1,0,0,0,0,0,0
23559,0,0,0,0,1,0,0,0,0
23565,0,0,0,1,1,1,0,0,1
23567,0,0,0,1,0,1,0,1,1
23570,0,0,0,1,0,1,0,0,1
23571,0,0,0,0,0,0,0,1,0
23578,0,0,0,1,0,1,0,0,1
23579,0,0,0,1,1,1,0,0,1
23582,0,0,0,1,0,1,0,0,1
23583,0,0,0,0,1,0,0,0,0
23586,0,0,0,1,0,0,0,0,0
23587,0,0,0,1,1,1,0,0,0
23588,0,0,0,1,0,0,0,0,0
23589,0,0,0,0,1,0,0,0,0
23592,0,0,0,1,0,0,0,0,1
23593,0,0,0,1,0,1,0,0,0
23594,0,0,0,1,0,1,0,1,1
23595,0,1,1,1,1,1,1,0,1
23597,0,0,0,1,1,1,0,0,0
23599,0,1,0,0,1,1,0,0,1
23601,0,0,1,0,0,0,0,1,0
23602,0,0,0,1,0,0,0,0,0
23605,1,0,1,0,0,0,0,0,0
23609,0,0,0,1,0,1,0,0,1
23617,1,0,0,0,0,0,0,0,0
23619,0,0,0,0,0,1,0,0,0
23620,0,1,0,0,1,1,0,0,0
23621,0,1,0,1,0,0,0,1,0
23623,0,0,0,1,0,0,0,0,0
23626,0,0,0,1,0,1,0,0,0
23631,0,0,0,1,0,1,0,0,0
23634,0,0,0,0,0,1,0,0,0
23643,0,0,0,0,1,0,0,0,1
23645,0,1,0,1,1,1,0,0,0
23647,1,0,0,1,0,1,0,0,0
23651,0,0,0,1,0,0,0,0,1
23656,0,1,0,0,1,1,0,0,0
23657,0,0,0,1,1,1,0,0,0
23658,0,0,0,1,0,1,0,0,1
23659,1,1,0,0,0,0,0,0,0
23662,0,0,0,0,0,0,0,0,1
23663,0,1,0,0,1,1,0,0,0
23665,0,1,0,0,1,0,0,0,0
23666,0,0,0,1,0,1,0,0,1
23668,0,0,0,0,0,1,0,0,0
23671,0,1,0,1,1,1,0,0,1
23673,0,0,0,1,0,1,0,1,1
23674,0,1,0,0,1,0,0,0,0
23675,0,0,0,1,0,0,0,0,1
23678,0,0,0,1,0,1,0,0,0
23682,1,0,1,1,0,1,0,0,0
23684,0,0,0,1,0,1,0,0,1
23686,0,0,0,0,0,1,0,0,1
23687,0,1,0,1,1,1,0,0,1
23695,0,0,0,1,1,0,0,0,0
23696,0,0,0,1,0,1,0,1,1
23697,0,1,1,1,1,1,0,0,0
23699,1,0,1,1,0,0,0,0,1
23701,1,0,0,0,0,0,0,0,1
23704,0,0,0,0,0,1,1,0,0
23705,0,0,0,1,0,1,1,0,1
23706,1,0,1,1,1,1,1,0,1
23707,0,0,0,1,0,0,0,0,0
23708,0,1,0,0,1,0,0,0,0
23709,0,0,0,0,0,0,0,0,1
23711,1,0,0,1,0,1,0,0,0
23712,0,0,0,1,0,1,0,0,0
23713,0,0,0,0,0,0,0,1,0
23721,0,0,0,1,0,0,1,1,1
23722,0,0,0,1,0,1,0,0,1
23724,1,0,0,1,0,0,0,0,1
23729,0,0,0,1,0,1,0,0,1
23730,0,0,0,1,1,1,0,0,1
23732,0,0,0,0,1,1,0,0,0
23739,0,0,0,1,0,1,0,0,1
23741,0,0,0,1,0,0,0,0,1
23746,0,0,0,1,1,1,1,0,1
23748,0,1,0,0,1,0,0,0,0
23751,0,0,0,1,0,1,0,0,0
23756,0,0,0,0,0,1,0,0,0
23757,0,0,0,0,1,1,0,0,0
23761,0,0,0,1,0,1,0,1,1
23764,0,0,0,0,1,0,0,0,0
23766,0,0,0,1,1,1,1,0,1
23769,0,0,0,1,0,0,0,0,0
23771,0,0,0,0,1,0,0,0,0
23776,0,0,0,1,0,1,0,0,0
23783,0,0,0,1,0,1,1,1,1
23784,0,0,0,0,0,0,0,1,0
23787,0,0,0,0,1,0,0,0,0
23790,0,0,0,1,1,1,1,0,0
23794,0,0,0,1,1,0,0,0,1
23799,0,0,0,1,0,1,0,0,1
23800,0,0,0,1,1,1,0,0,0
23801,0,0,0,0,1,1,0,0,0
23804,0,1,0,0,1,0,0,0,0
23807,0,0,0,1,0,0,0,0,0
23810,0,0,0,0,1,0,0,0,0
23811,0,1,0,1,0,1,0,0,0
23816,0,1,0,1,1,0,1,0,0
23817,0,0,0,1,0,1,1,0,0
23820,0,0,0,1,0,1,0,0,0
23830,0,0,0,1,1,0,0,0,0
23831,0,0,0,1,0,1,1,0,1
23834,0,0,0,0,1,0,0,0,0
23835,0,0,1,1,0,0,0,0,0
23839,0,0,0,0,0,1,1,0,0
23840,0,0,0,1,0,1,0,0,0
23841,0,0,0,0,0,1,0,0,0
23842,0,0,0,0,1,0,0,0,0
23848,0,0,0,0,1,1,0,0,0
23851,0,0,0,0,0,0,0,1,0
23858,0,1,0,1,1,0,0,0,1
23859,0,0,0,0,0,0,0,1,0
23861,0,0,0,1,0,0,0,0,0
23862,0,0,1,0,0,0,0,0,0
23867,0,0,0,1,0,1,1,0,1
23872,0,0,0,1,0,1,0,0,1
23875,0,0,0,0,0,1,0,0,0
23877,0,0,0,1,0,0,0,1,1
23880,1,0,1,1,0,1,0,0,1
23881,1,0,0,0,0,0,0,0,0
23882,0,0,0,0,1,0,0,0,0
23883,0,0,0,0,0,1,0,0,0
23885,0,0,0,1,0,1,0,0,0
23887,0,1,0,1,1,0,0,0,1
23889,1,0,0,1,1,1,0,0,1
23890,0,0,0,1,1,1,0,0,0
23893,0,0,0,1,0,0,0,0,1
23895,0,0,0,1,0,1,0,0,0
23899,0,0,0,1,0,1,0,0,1
23907,0,0,0,1,0,0,0,0,1
23908,0,0,0,0,0,1,0,0,0
23913,0,0,1,1,0,0,1,1,1
23914,0,0,0,1,0,1,0,1,0
23915,0,0,0,1,0,0,0,0,1
23921,0,1,0,1,1,1,1,0,0
23924,0,1,0,1,1,1,0,0,0
23925,0,0,0,1,1,0,0,0,0
23926,0,0,0,1,1,1,0,0,1
23928,0,0,0,1,0,0,0,0,1
23936,1,0,0,0,0,0,0,0,0
23941,0,0,0,0,1,0,0,0,0
23944,0,0,0,1,0,1,1,0,1
23953,0,0,0,1,0,1,1,0,1
23957,0,0,0,0,1,1,0,0,0
23961,0,0,0,0,0,0,0,0,1
23964,1,0,0,0,0,0,0,0,0
23966,1,0,0,0,1,0,0,0,0
23967,0,0,1,1,0,0,0,0,0
23968,1,0,0,0,0,0,0,0,0
23969,0,0,0,1,0,0,0,0,1
23972,0,0,0,0,0,0,0,1,0
23976,0,0,0,0,1,0,0,0,0
23980,0,0,0,0,0,1,1,0,0
23983,0,0,0,0,0,1,0,0,0
23992,0,0,1,0,0,0,0,0,0
23994,0,0,0,0,1,0,0,0,0
23996,0,0,0,1,0,0,0,0,1
23999,0,0,0,0,0,0,0,1,0
24003,0,0,0,1,1,0,0,0,0
24006,0,0,0,1,0,0,1,0,0
24008,0,0,0,0,1,0,1,0,1
24009,0,0,0,1,0,1,0,0,1
24013,1,0,1,0,0,0,0,0,0
24016,0,0,0,0,0,0,0,1,0
24021,0,0,0,1,1,1,0,0,1
24023,0,0,1,0,0,0,0,0,1
24024,0,0,0,1,0,1,1,0,0
24026,0,0,0,0,0,1,0,0,0
24027,0,0,0,0,1,0,0,0,0
24028,1,0,0,1,0,0,0,0,1
24030,0,0,0,1,0,1,0,0,1
24031,0,0,0,0,1,0,0,0,0
24036,0,0,0,0,0,1,0,0,0
24039,0,0,0,1,0,1,0,1,0
24040,0,0,0,0,0,1,0,0,0
24042,0,1,0,1,1,1,0,0,1
24043,0,0,0,0,0,1,0,0,0
24046,0,0,0,0,1,0,0,0,0
24057,0,0,1,1,1,1,0,1,1
24059,0,1,0,0,0,0,0,1,0
24066,0,0,0,1,1,1,0,0,0
24067,0,0,0,0,1,0,0,0,0
24069,0,0,0,1,0,0,0,0,0
24070,0,0,0,0,1,0,0,0,1
24074,0,0,0,1,0,1,0,0,0
24078,0,0,0,1,0,0,0,0,0
24080,0,1,0,0,1,0,0,0,1
24083,0,0,0,0,1,1,0,0,0
24085,0,1,0,0,1,0,0,0,1
24086,0,0,0,0,0,1,0,0,1
24087,0,0,0,0,1,1,0,0,0
24089,0,1,0,1,0,1,0,0,0
24091,0,0,0,1,0,1,0,1,1
24094,0,0,0,0,1,0,0,0,0
24095,1,1,1,1,1,1,0,0,1
24098,0,0,0,0,1,0,0,0,0
24101,0,0,0,0,0,0,0,0,1
24102,0,0,0,0,1,0,0,0,0
24103,0,0,0,1,0,0,0,0,1
24104,1,0,1,1,0,0,0,0,0
24106,0,0,0,1,0,1,1,0,0
24107,0,0,0,1,0,1,0,0,1
24109,0,0,0,1,0,0,0,1,0
24110,0,1,0,1,1,1,0,0,0
24111,1,0,1,0,0,0,0,0,0
24115,0,0,0,1,0,0,0,0,1
24120,0,0,0,1,0,0,0,0,1
24123,0,0,0,1,0,1,0,0,0
24126,0,0,0,0,1,0,0,0,0
24127,0,0,0,0,1,0,0,0,1
24128,0,0,0,1,0,0,0,0,0
24129,0,0,0,1,0,1,0,1,1
24135,0,0,0,1,0,1,0,0,1
24137,0,0,0,0,0,1,0,1,0
24140,0,0,0,0,1,0,0,0,0
24142,1,0,1,0,0,1,0,0,0
24143,0,1,0,0,1,0,0,0,0
24152,0,0,0,0,0,0,0,0,1
24153,0,0,0,1,0,1,0,0,0
24155,0,0,0,0,0,1,0,0,0
24156,1,0,1,1,1,1,0,0,1
24161,0,0,0,0,0,0,0,1,0
24163,0,0,0,0,0,0,0,0,1
24165,1,0,0,0,0,0,0,0,0
24169,0,0,0,0,0,0,0,0,1
24170,0,1,0,1,1,1,0,0,0
24174,0,0,0,1,0,0,0,0,1
24179,0,0,0,1,0,0,0,0,1
24181,0,1,0,0,0,0,0,0,0
24182,0,0,0,0,1,0,0,0,0
24183,1,1,1,1,0,1,0,0,1
24184,0,0,0,1,0,1,0,0,1
24185,0,0,0,0,0,1,0,0,0
24186,1,1,0,1,0,1,1,0,1
24190,0,0,0,1,0,1,0,1,1
24194,0,1,0,0,1,1,0,0,0
24195,0,0,0,0,0,0,0,0,1
24197,0,1,0,0,1,0,0,0,0
24198,0,0,0,1,0,1,0,0,0
24200,0,0,0,0,0,1,0,0,0
24202,0,0,0,0,1,0,0,0,1
24203,0,0,0,1,0,0,0,0,1
24208,0,1,0,0,1,1,0,0,0
24210,0,0,0,0,1,0,0,0,0
24212,1,0,0,0,0,1,0,0,0
24216,0,0,0,0,1,0,0,0,0
24217,1,0,1,0,0,0,0,0,0
24219,0,0,1,0,0,0,0,0,0
24225,0,0,0,0,0,1,0,0,0
24227,0,0,0,1,0,0,0,0,0
24228,0,0,0,0,1,0,0,0,0
24230,0,0,0,1,0,1,0,0,0
24241,0,0,0,1,1,1,0,0,1
24242,0,0,0,0,1,0,0,0,0
24243,0,0,1,0,0,1,0,0,1
24244,0,0,0,1,0,1,0,1,0
24246,0,1,0,1,0,1,0,0,0
24250,0,0,0,1,0,0,0,0,0
24252,0,0,0,1,0,1,0,0,0
24253,0,0,0,1,1,0,0,0,1
24256,0,1,0,0,1,1,0,0,0
24257,0,0,0,1,0,1,0,0,0
24258,0,0,1,0,0,1,0,0,0
24261,0,0,0,0,0,0,0,0,1
24265,1,0,1,1,0,1,1,0,1
24267,0,0,0,0,0,1,0,0,0
24271,0,0,0,1,1,1,0,0,0
24272,0,0,0,0,0,0,0,0,1
24273,0,0,1,1,0,0,0,1,0
24276,0,0,0,1,0,1,0,0,1
24284,0,0,0,0,1,0,0,0,0
24285,0,0,0,0,0,1,0,0,0
24286,0,0,1,1,0,1,0,0,1
24288,0,0,0,1,0,0,0,0,1
24291,0,0,0,0,1,0,0,0,0
24292,0,0,0,0,0,1,0,0,1
24296,0,0,0,1,0,1,0,0,0
24298,0,1,1,0,1,1,0,0,0
24300,0,0,0,0,1,0,0,0,0
24304,0,0,0,1,0,0,0,0,1
24307,0,1,0,0,0,0,0,0,0
24312,0,1,0,0,1,0,0,0,0
24324,0,0,0,0,1,1,0,0,0
24326,0,1,0,1,1,1,1,0,0
24330,0,0,1,0,0,0,0,0,0
24331,0,0,1,1,1,0,0,0,1
24332,0,0,0,1,0,1,0,0,0
24333,0,0,0,0,0,0,0,0,1
24335,0,0,0,1,0,1,0,1,1
24336,0,0,0,0,0,0,0,0,1
24352,0,0,0,0,1,0,0,0,0
24353,0,0,0,0,0,1,0,0,0
24356,0,0,0,1,0,1,0,0,0
24359,0,0,0,1,0,1,0,0,0
24361,0,0,0,1,0,1,0,0,1
24363,0,0,0,1,0,1,0,0,0
24366,1,0,1,0,0,0,0,0,1
24370,0,0,0,1,0,1,0,0,0
24371,0,0,0,1,0,1,0,0,0
24374,0,0,0,1,0,0,0,0,1
24375,0,0,0,1,0,0,0,0,1
24376,0,0,0,1,0,1,0,0,0
24381,0,0,0,0,0,0,1,0,0
24382,0,0,0,0,0,1,0,1,0
24387,1,0,0,0,0,0,0,0,0
24391,0,1,0,1,0,1,0,0,1
24393,0,0,0,1,0,1,0,0,0
24396,0,0,0,0,1,1,0,0,1
24401,1,1,1,1,1,1,1,1,1
24402,0,0,0,1,0,0,0,0,1
24405,0,0,1,1,0,0,1,0,0
24408,0,0,0,0,1,1,0,0,0
24409,0,0,1,1,0,1,0,0,1
24416,0,0,1,0,0,1,0,0,1
24418,0,0,0,0,1,1,0,0,0
24423,0,0,0,1,0,1,0,0,0
24426,0,1,1,1,1,1,1,1,1
24427,0,0,0,0,0,1,1,0,1
24428,0,1,0,0,0,0,0,0,0
24430,0,0,0,0,1,0,0,0,0
24432,1,0,0,1,0,1,0,0,1
24434,0,1,1,1,0,0,1,0,0
24441,0,1,0,1,1,1,1,1,0
24444,0,0,0,0,0,0,0,0,1
24445,0,0,0,0,1,0,0,0,0
24446,0,0,0,1,1,1,0,0,1
24448,0,0,0,1,0,0,0,0,1
24451,0,0,0,1,0,0,0,0,0
24459,0,0,0,1,0,1,0,0,0
24461,1,0,1,0,0,0,0,0,0
24463,0,0,0,1,0,0,0,1,1
24464,0,0,0,1,0,1,0,0,1
24467,0,0,0,1,0,0,0,1,1
24468,1,0,1,0,0,0,0,0,0
24470,0,0,0,0,1,0,0,0,0
24471,0,1,0,1,1,1,0,0,0
24476,0,0,0,0,1,0,0,0,0
24477,0,0,0,0,0,0,0,0,1
24478,0,0,0,1,1,1,1,0,0
24482,0,0,0,0,0,1,0,0,0
24486,0,0,0,1,0,1,0,0,0
24487,0,0,0,1,0,1,0,0,1
24489,0,1,0,1,0,0,0,0,0
24491,0,0,0,1,0,1,0,0,0
24492,0,0,0,1,0,1,0,0,0
24494,0,1,0,0,0,1,0,0,0
24497,1,0,1,0,0,0,0,0,0
24500,0,0,0,1,0,0,0,0,0
24503,0,1,0,1,1,1,1,1,1
24506,0,0,0,1,1,1,0,0,1
24507,0,1,0,0,0,1,0,0,0
24511,0,0,1,1,0,1,0,0,1
24516,0,0,1,1,0,0,0,0,1
24521,0,0,0,1,0,1,0,0,0
24525,0,0,0,1,0,1,0,0,0
24526,0,0,0,1,0,0,0,0,0
24529,0,0,0,1,0,0,1,1,0
24531,0,0,1,1,0,1,1,1,0
24534,0,0,0,1,1,1,0,1,1
24535,0,0,0,0,1,0,0,0,0
24538,1,0,1,0,0,1,1,0,0
24540,0,1,0,0,0,0,0,0,0
24545,0,1,0,1,1,1,1,0,0
24548,0,0,0,1,0,0,1,0,0
24551,0,0,0,0,0,1,1,1,1
24556,0,0,1,1,0,1,0,1,1
24557,1,0,1,0,0,0,0,0,0
24562,0,0,0,0,0,0,0,0,1
24567,0,0,0,1,1,0,0,0,1
24570,0,0,0,1,0,0,0,0,1
24571,0,0,0,0,0,1,0,0,0
24573,0,0,0,1,0,0,1,0,1
24575,0,0,1,1,1,0,0,0,0
24579,0,0,0,1,0,0,0,0,0
24584,0,0,0,0,0,1,0,0,0
24590,0,0,0,0,1,0,0,0,0
24597,0,1,1,1,1,0,1,0,1
24604,0,1,0,1,1,1,0,0,0
24608,0,0,0,1,0,1,0,0,0
24611,0,1,0,0,0,0,0,0,0
24612,1,0,1,0,0,0,0,0,0
24613,0,1,0,0,1,1,0,0,0
24614,0,0,0,1,0,1,0,0,1
24616,0,0,0,0,0,1,0,0,0
24618,0,0,0,0,0,1,0,0,0
24623,1,0,0,1,0,0,1,0,1
24625,0,0,0,0,1,0,0,0,0
24626,0,0,0,1,1,1,0,0,1
24630,0,0,0,1,0,0,0,0,1
24631,0,0,0,1,0,0,0,0,0
24632,0,0,1,0,1,0,0,0,0
24635,0,1,0,1,1,1,0,1,1
24638,0,0,0,1,0,0,0,0,0
24642,1,1,1,1,1,1,1,1,1
24645,0,0,0,0,1,0,0,0,0
24646,0,0,0,0,0,0,0,0,1
24647,0,0,0,0,0,0,0,0,1
24651,0,0,0,0,1,0,0,0,0
24655,0,0,0,0,1,0,0,0,0
24656,0,0,0,0,1,1,0,0,0
24657,0,0,0,1,0,1,1,0,1
24658,0,0,0,1,0,1,0,0,1
24663,0,0,0,0,1,0,0,0,0
24665,0,0,0,1,1,0,0,0,0
24670,0,0,0,1,0,1,0,0,1
24671,0,0,0,0,1,1,0,0,0
24674,0,0,0,1,0,0,0,0,1
24678,0,0,0,1,0,0,0,0,1
24682,0,0,1,0,0,0,0,0,1
24683,1,0,0,0,0,0,0,0,1
24684,0,0,0,1,0,1,0,0,0
24686,0,0,0,1,1,1,0,1,0
24687,0,0,0,0,1,0,0,0,0
24690,0,0,0,1,0,1,0,0,0
24691,0,0,1,1,0,0,0,0,0
24694,0,0,0,1,1,1,0,0,0
24700,0,0,0,0,0,1,0,0,0
24702,0,0,0,0,1,0,0,0,0
24703,0,0,0,0,1,1,0,0,0
24704,0,0,0,0,0,0,0,0,1
24706,0,0,0,1,0,1,0,0,1
24708,0,0,0,1,0,1,1,0,0
24710,0,0,0,0,1,0,0,0,0
24712,0,0,0,1,1,1,1,1,0
24713,0,1,0,1,1,0,0,0,0
24716,1,0,1,1,0,0,0,0,0
24717,0,0,0,0,0,1,0,0,0
24719,0,0,0,1,1,1,0,0,1
24720,0,0,0,0,1,0,0,0,1
24722,1,0,0,1,0,0,0,0,0
24731,0,0,0,1,0,0,0,0,0
24736,0,0,0,1,0,0,0,0,0
24737,0,0,0,1,0,1,0,0,0
24739,0,0,0,1,1,0,0,0,0
24740,0,0,0,0,0,1,0,0,0
24741,0,0,0,0,1,0,0,0,0
24744,0,0,1,0,0,0,0,0,0
24746,0,1,0,0,1,1,0,0,1
24748,1,0,0,0,0,0,0,0,0
24751,1,0,1,1,0,0,0,0,1
24752,0,0,0,1,0,1,0,0,1
24754,0,0,0,0,1,1,0,0,0
24756,1,0,1,0,1,0,0,0,0
24757,0,0,0,0,1,0,0,0,0
24758,0,1,0,1,1,1,1,0,1
24761,0,0,0,1,1,1,0,0,1
24763,0,0,0,1,1,0,0,0,0
24764,0,0,0,0,0,0,0,0,1
24766,0,0,0,1,0,0,1,0,1
24771,0,0,0,1,0,1,1,1,1
24775,0,0,0,1,0,0,0,0,0
24776,0,0,0,0,1,0,0,0,0
24779,0,0,1,1,0,1,0,0,0
24782,0,0,0,0,1,0,0,0,0
24790,0,0,0,1,0,0,1,1,0
24791,0,0,0,1,1,0,0,0,1
24792,0,1,0,1,0,1,0,0,1
24794,0,0,0,1,0,1,0,0,0
24797,0,0,1,0,0,1,0,1,0
24798,0,0,0,1,0,1,1,0,0
24804,0,0,0,0,1,0,0,0,1
24806,0,0,0,1,0,1,0,1,1
24807,0,0,0,1,0,1,0,0,0
24808,0,1,0,1,1,1,1,0,1
24812,0,1,0,0,0,0,0,0,0
24813,0,0,0,0,1,0,0,0,0
24817,0,0,0,1,0,0,0,1,1
24818,0,1,0,0,0,0,0,0,0
24821,0,0,0,1,0,0,0,0,0
24822,1,0,1,0,1,0,0,0,0
24826,0,1,0,1,1,1,0,0,1
24827,0,0,0,1,0,1,1,0,1
24828,0,0,0,1,0,0,0,0,0
24829,0,0,0,1,0,0,0,0,0
24833,0,0,0,1,0,1,0,0,1
24835,0,0,0,1,0,1,1,1,1
24836,0,0,0,0,1,1,0,0,1
24838,0,0,0,1,0,1,0,0,0
24839,0,1,0,0,1,1,0,0,0
24841,0,0,1,0,1,0,0,0,0
24844,0,0,0,0,0,1,0,0,0
24846,0,0,1,0,1,0,0,1,0
24849,0,0,0,0,1,1,0,0,1
24850,0,0,0,1,0,0,0,0,1
24856,0,0,0,1,0,0,0,0,1
24857,0,0,1,1,0,1,0,0,0
24860,0,0,0,1,1,1,0,0,0
24861,0,0,0,1,0,1,0,0,1
24863,0,0,0,1,1,0,0,0,0
24870,0,0,0,1,1,0,0,1,1
24874,1,0,1,1,0,0,0,0,0
24875,0,0,0,1,1,0,0,0,0
24876,0,0,1,1,0,1,0,0,0
24880,1,0,1,0,1,1,0,0,0
24882,0,0,0,1,0,1,0,0,1
24884,0,1,0,0,1,0,0,0,0
24888,0,0,0,1,1,1,0,0,0
24894,0,0,0,1,0,0,0,0,1
24896,0,0,0,1,0,0,0,0,1
24904,0,0,0,0,1,1,0,0,0
24907,0,0,0,1,0,0,1,0,1
24910,0,0,0,1,0,1,1,0,1
24911,1,0,0,1,0,0,0,0,0
24915,0,0,0,1,1,0,0,0,0
24917,0,0,0,0,0,0,0,0,1
24919,0,0,0,1,1,1,0,0,1
24920,0,0,0,1,0,0,0,0,1
24923,0,1,0,0,1,0,0,0,0
24924,0,1,0,1,1,1,1,1,1
24933,0,0,0,0,1,0,0,0,0
24934,0,0,0,1,1,1,0,1,1
24937,0,0,0,0,0,0,0,0,1
24938,0,0,1,1,0,1,0,0,0
24939,0,0,0,0,0,1,0,0,0
24944,0,0,0,1,0,1,0,0,0
24945,0,0,0,0,0,1,0,0,0
24948,0,0,0,0,0,1,0,0,0
24949,0,0,0,1,0,1,0,0,1
24950,0,0,0,0,1,0,0,0,0
24953,0,0,0,0,1,0,0,0,0
24955,0,1,0,0,0,1,0,0,1
24957,1,0,0,1,0,0,0,1,0
24959,0,0,0,0,0,1,0,0,0
24961,1,0,0,0,0,0,0,0,0
24962,0,0,0,0,0,1,0,0,1
24964,0,0,0,1,0,1,0,0,1
24965,0,1,0,0,1,0,0,0,0
24967,0,0,1,1,1,1,0,0,1
24970,1,1,1,1,0,0,0,0,0
24974,1,0,1,0,0,0,0,0,0
24979,0,0,0,1,0,1,0,0,1
24987,0,0,0,1,0,1,0,0,0
24993,0,0,0,0,0,1,0,0,0
24995,1,0,1,0,0,0,0,0,0
24998,0,0,0,0,1,0,0,0,0
24999,0,0,0,1,0,1,0,1,1
25000,1,0,0,1,0,1,0,0,0
25007,0,0,0,1,1,1,0,0,0
25009,0,1,0,1,1,1,0,0,1
25010,0,0,0,0,1,0,0,0,0
25011,0,0,0,0,1,1,0,0,0
25014,0,0,0,0,1,0,0,0,0
25016,0,0,1,1,1,1,0,1,0
25020,0,0,0,1,0,0,0,0,0
25023,0,0,1,0,0,1,0,0,0
25025,0,0,0,0,1,1,0,0,0
25027,0,0,0,1,0,0,0,0,1
25028,0,0,0,0,1,0,0,0,0
25033,0,0,0,1,0,1,0,0,0
25041,0,0,0,0,0,0,0,1,0
25043,0,0,0,0,1,0,0,0,1
25044,1,0,1,1,1,1,0,0,0
25047,0,0,0,1,0,1,0,0,1
25049,0,0,0,0,0,0,1,1,0
25052,0,0,0,1,0,1,1,0,0
25056,0,0,0,1,1,1,0,0,0
25057,0,0,0,0,0,1,0,0,0
25058,0,0,0,0,0,1,0,0,0
25060,0,0,0,1,0,0,0,0,1
25062,0,0,1,0,0,0,0,0,0
25064,0,0,0,1,0,0,0,0,1
25066,0,0,0,1,0,0,0,0,0
25072,0,0,1,0,0,0,0,1,0
25075,0,0,1,0,1,0,0,0,0
25079,0,1,1,0,0,0,0,0,0
25080,0,0,0,1,0,0,0,0,1
25094,0,0,0,0,0,0,0,0,1
25097,0,0,0,0,0,1,0,0,0
25106,0,0,0,1,1,0,0,0,0
25109,0,0,0,0,1,1,0,0,0
25111,0,0,0,0,0,0,0,0,1
25114,0,0,0,1,0,1,1,0,0
25116,0,0,0,1,0,0,0,0,0
25122,0,0,0,1,0,1,1,0,0
25123,0,0,0,1,0,1,0,1,1
25125,0,0,0,0,0,1,0,0,0
25127,0,0,0,1,0,1,0,0,1
25128,0,0,0,0,0,1,0,0,0
25130,0,0,0,1,1,0,0,0,0
25136,0,0,0,1,0,0,0,0,0
25137,1,0,0,0,0,1,0,1,0
25139,0,0,0,0,0,1,0,0,0
25146,0,0,0,0,0,1,0,0,1
25150,1,0,1,0,1,0,0,1,0
25154,0,0,0,0,0,1,1,0,0
25156,0,1,0,0,0,1,0,0,0
25164,0,0,0,0,1,0,0,0,0
25165,0,0,0,0,0,0,0,0,1
25169,0,0,0,0,1,0,0,0,0
25173,0,0,0,0,1,0,0,0,0
25175,0,0,0,0,0,0,0,0,1
25181,0,0,0,1,0,1,1,1,0
25182,0,0,0,0,0,0,0,0,1
25183,0,0,0,0,1,0,0,0,1
