,Spark,Xamarin,Hadoop,Node.js,.NET Core,AngularJS,Cordova,Firebase,React
15726,0,0,0,0,0,1,0,0,0
15727,0,0,0,0,0,0,0,0,1
15728,0,0,1,1,0,0,0,1,1
15731,0,1,0,0,1,1,0,0,0
15740,0,0,0,1,0,1,0,0,0
15741,0,0,0,0,0,1,0,0,0
15743,0,0,0,1,0,0,0,0,1
15744,0,0,1,0,0,0,0,0,0
15747,0,0,0,0,0,1,0,0,1
15748,1,0,0,1,0,1,1,0,0
15754,0,1,1,1,1,1,0,0,1
15755,0,0,1,1,1,0,0,0,1
15757,0,0,0,1,0,0,0,1,1
15759,0,1,0,1,1,0,0,0,0
15761,0,1,0,0,1,1,0,0,1
15766,1,0,1,0,0,0,0,0,0
15767,1,0,1,0,0,0,0,0,0
15771,0,0,1,1,0,0,0,0,1
15773,0,0,0,1,0,1,0,0,1
15776,0,0,0,1,0,0,0,0,0
15777,1,0,1,1,0,1,0,0,0
15779,0,0,0,0,0,0,1,0,0
15783,0,1,0,1,0,1,0,0,0
15784,0,1,0,1,0,1,0,0,0
15785,0,1,0,0,0,0,0,1,1
15786,0,0,0,0,1,0,0,0,0
15788,0,0,0,0,0,1,0,0,0
15789,0,0,0,1,0,0,0,0,1
15790,1,0,0,0,0,1,0,0,0
15793,0,0,1,0,0,0,0,0,0
15794,0,0,1,0,0,1,0,0,0
15799,0,0,0,1,1,0,0,0,1
15801,0,0,0,0,0,1,0,0,0
15802,0,0,0,1,1,0,0,0,1
15805,0,0,0,0,0,0,0,0,1
15807,0,0,0,1,0,1,0,0,0
15810,0,0,0,0,1,0,0,0,0
15818,0,1,0,0,0,0,0,0,0
15819,0,0,0,1,0,1,1,1,1
15820,0,0,0,0,1,0,0,0,0
15821,0,1,0,0,0,1,1,0,1
15823,0,0,0,0,0,0,1,0,0
15824,0,0,0,0,0,1,1,0,0
15825,0,1,0,1,1,0,0,0,1
15826,0,0,0,0,0,0,0,0,1
15827,0,1,0,1,1,1,0,0,0
15830,1,0,0,0,0,0,0,0,0
15831,0,0,0,1,0,0,0,0,0
15835,0,0,0,1,1,1,0,0,0
15838,0,1,0,1,0,1,0,0,0
15842,0,0,0,1,0,0,1,0,1
15843,0,1,0,1,1,1,0,0,0
15845,0,0,0,1,1,0,0,0,0
15847,0,0,0,0,0,0,0,1,0
15848,0,1,0,0,1,0,0,0,0
15850,0,1,0,0,0,0,0,0,0
15854,1,0,0,0,0,0,0,0,0
15855,0,0,0,0,1,0,0,0,0
15856,0,0,0,0,0,1,0,0,0
15859,0,1,0,1,1,1,0,0,0
15861,0,0,0,0,0,0,0,0,1
15863,0,0,0,1,0,0,0,0,1
15864,0,1,0,0,0,0,0,0,0
15867,0,0,0,1,1,1,0,0,0
15868,1,0,1,0,0,0,0,0,0
15874,0,0,0,1,0,1,1,0,0
15875,0,0,0,1,0,0,0,0,1
15877,0,0,0,0,0,1,0,0,0
15878,1,0,1,0,0,0,0,0,0
15879,0,0,0,1,0,1,0,0,1
15880,0,0,0,1,0,0,0,0,1
15882,0,0,0,1,0,0,0,1,1
15884,0,0,0,0,0,1,0,0,0
15885,0,0,0,0,0,0,0,0,1
15889,0,1,0,0,1,0,0,0,0
15891,0,0,0,1,0,0,1,0,0
15893,0,0,0,0,0,1,0,0,0
15896,1,0,1,0,0,0,0,0,1
15900,0,0,0,1,0,1,0,0,1
15902,0,0,0,1,0,1,1,1,0
15903,0,0,0,0,0,0,0,1,1
15910,0,0,0,0,1,1,0,0,0
15911,0,0,1,1,0,1,0,0,0
15914,0,0,1,0,0,0,0,0,0
15915,0,0,0,1,0,0,0,1,1
15916,0,0,0,0,1,0,0,0,0
15925,1,0,1,0,0,0,0,0,0
15928,1,0,1,0,0,0,0,0,0
15932,0,0,0,0,1,0,0,0,0
15933,0,0,0,0,0,0,0,1,0
15938,0,0,0,1,1,1,0,0,0
15939,0,0,0,0,0,1,0,1,0
15940,0,0,0,1,0,0,0,0,0
15941,0,0,0,1,0,0,0,0,1
15943,0,0,0,1,0,0,0,0,1
15944,0,0,0,1,1,1,0,0,1
15947,0,0,0,1,1,1,0,0,1
15948,0,0,0,0,1,0,0,0,0
15949,0,0,1,0,0,0,0,0,0
15953,0,1,0,1,1,0,0,0,1
15956,0,0,0,1,0,0,1,0,0
15960,0,1,0,0,1,0,0,0,0
15965,0,0,0,1,0,1,0,0,1
15966,0,0,0,1,0,1,0,0,0
15967,0,0,0,0,1,0,0,0,0
15968,0,0,0,1,0,1,1,0,1
15970,0,0,0,1,0,1,1,0,1
15971,0,0,0,1,0,0,0,0,1
15973,0,0,0,1,0,1,0,0,1
15975,0,1,1,1,0,0,0,1,1
15977,1,0,0,1,0,0,0,0,1
15978,0,0,0,1,0,0,0,0,0
15979,0,0,0,0,0,0,0,0,1
15982,0,0,1,1,0,1,1,0,1
15985,0,0,0,0,1,0,0,0,0
15987,0,0,0,0,1,1,0,0,0
15990,0,0,0,1,0,0,0,0,0
15991,0,1,0,1,1,0,0,0,0
15993,0,0,0,0,0,0,0,0,1
15995,0,0,0,1,0,0,0,0,0
15996,0,1,0,0,1,0,0,1,0
15998,0,0,0,1,1,0,0,0,1
16000,0,0,0,0,0,1,0,0,0
16002,0,0,0,1,0,1,0,0,1
16003,1,0,0,0,0,0,0,0,0
16004,0,0,0,0,0,0,0,0,1
16005,0,0,0,1,0,0,0,0,0
16007,0,0,1,1,1,1,0,0,1
16009,0,0,0,1,0,0,0,0,0
16011,0,0,0,0,1,0,0,0,0
16012,1,0,0,0,0,0,0,0,0
16014,0,0,0,0,0,1,0,0,0
16016,0,1,0,0,1,0,0,0,0
16025,0,0,0,1,1,1,0,0,0
16027,0,1,0,0,1,0,0,0,0
16030,1,0,0,0,0,0,0,0,0
16034,1,1,1,1,0,1,0,0,1
16040,0,0,0,0,1,0,0,0,0
16041,0,0,0,1,0,1,0,1,0
16043,0,1,0,1,1,1,1,0,0
16044,0,1,0,0,1,0,0,0,0
16045,0,0,0,1,0,0,0,0,0
16047,0,1,1,1,1,1,0,1,1
16050,0,0,0,1,0,1,0,0,0
16052,0,0,0,1,0,0,0,0,1
16054,0,0,0,1,0,0,1,0,0
16056,0,0,0,1,0,1,0,0,0
16059,0,0,0,0,0,0,0,0,1
16066,0,0,0,0,0,1,0,0,1
16071,1,0,1,0,0,1,0,0,1
16073,0,0,1,0,0,1,1,0,1
16074,0,1,0,1,1,1,0,0,0
16077,0,1,0,1,1,1,0,0,0
16079,0,1,0,0,1,0,0,0,0
16080,0,1,0,0,1,0,0,0,0
16081,0,0,0,0,1,0,0,0,0
16082,0,0,0,1,0,1,0,0,1
16085,0,0,0,1,0,0,1,0,1
16086,0,0,0,1,1,1,0,0,1
16087,0,0,0,1,1,0,0,0,0
16090,0,0,0,0,0,1,0,1,0
16092,0,0,0,1,0,0,0,0,1
16093,0,0,0,1,0,1,0,0,1
16097,0,0,0,0,0,0,1,0,1
16101,0,0,0,1,0,0,0,0,1
16105,0,0,0,0,0,0,0,0,1
16108,0,0,0,1,0,0,0,0,1
16109,0,0,0,1,0,1,0,0,1
16112,1,0,1,1,0,0,0,0,0
16113,0,0,0,1,0,0,0,0,1
16117,0,0,0,0,0,1,0,0,0
16120,0,0,0,1,0,0,0,0,1
16121,0,0,0,0,1,0,0,0,0
16126,0,0,0,1,1,0,0,1,1
16128,0,0,0,0,1,0,0,0,0
16129,0,0,0,0,0,0,0,1,0
16130,0,0,0,0,0,0,0,0,1
16133,0,0,0,1,0,0,1,1,1
16134,0,0,0,1,0,0,0,0,1
16137,0,1,0,1,1,0,0,1,0
16140,0,0,0,0,0,1,0,0,0
16141,0,0,0,1,1,1,0,0,1
16143,0,0,1,1,0,1,0,0,0
16144,0,0,0,1,1,1,0,0,1
16147,0,0,0,0,0,0,0,0,1
16149,0,0,0,1,0,0,0,0,1
16154,1,0,0,1,0,1,0,1,1
16156,1,0,1,0,0,0,0,0,0
16158,0,0,0,0,0,1,0,0,1
16160,0,0,0,0,0,1,0,0,1
16161,0,0,0,1,0,1,0,1,1
16162,0,0,0,1,0,1,0,0,0
16163,0,0,0,1,0,0,0,0,1
16164,0,1,0,0,1,0,1,0,0
16166,0,0,0,1,0,0,0,0,0
16167,0,0,0,0,1,0,0,0,0
16168,1,0,1,0,0,0,0,0,0
16169,0,0,0,0,0,0,0,0,1
16171,0,0,1,1,1,1,0,0,0
16174,0,0,0,0,1,0,0,0,0
16175,1,0,0,0,0,0,0,0,0
16179,0,0,0,1,0,1,0,0,0
16180,0,0,0,1,0,0,0,0,1
16181,0,0,0,0,0,1,0,1,1
16183,1,0,1,0,0,0,0,0,0
16184,0,1,0,0,0,0,0,0,0
16191,0,0,0,1,1,1,0,0,0
16193,0,0,0,0,0,1,0,0,0
16195,0,0,0,0,0,0,0,0,1
16196,0,0,0,0,1,0,0,0,0
16197,0,0,0,0,1,1,0,0,1
16198,0,0,0,0,1,0,0,0,0
16199,0,0,0,1,0,0,0,0,1
16202,0,0,0,1,0,1,0,0,0
16203,0,0,0,1,0,1,0,0,0
16204,0,0,0,0,0,1,0,0,0
16206,0,0,0,1,0,1,0,0,1
16207,1,0,1,1,0,1,0,0,0
16209,0,0,0,1,0,0,0,0,1
16211,0,0,0,0,1,0,0,0,0
16212,0,0,0,0,1,0,0,0,1
16214,0,1,0,0,1,1,0,0,0
16215,0,0,0,0,1,1,0,0,0
16216,0,0,0,1,0,0,0,1,1
16220,0,0,0,1,0,1,0,0,0
16222,0,0,0,0,0,1,0,0,0
16225,0,0,0,1,0,0,0,0,1
16227,0,0,0,0,1,0,0,0,0
16228,0,0,1,1,0,1,0,0,0
16229,0,0,0,1,0,0,0,0,1
16232,0,0,0,1,0,0,0,0,0
16233,1,0,0,0,0,0,0,0,1
16234,0,0,0,0,0,1,0,0,0
16238,0,0,0,1,0,0,0,0,0
16239,0,0,0,0,1,0,0,0,0
16240,0,0,1,0,0,1,1,0,0
16241,0,0,0,1,1,1,0,0,0
16242,0,0,0,1,1,0,1,0,1
16243,0,1,0,1,1,1,0,0,0
16245,0,0,0,0,0,0,0,0,1
16252,0,0,0,0,0,0,0,0,1
16254,1,1,0,1,1,0,0,1,0
16256,1,0,0,0,0,0,0,0,0
16259,0,0,0,0,1,0,0,0,0
16260,0,1,0,1,0,0,0,0,0
16262,1,0,0,1,0,1,1,1,1
16263,0,0,0,1,0,0,0,0,1
16265,0,0,0,1,1,0,0,0,1
16269,0,0,0,1,0,0,0,0,0
16272,0,0,0,1,0,0,0,1,1
16274,0,1,0,1,0,0,0,0,0
16278,0,0,0,1,1,0,0,0,1
16281,0,0,0,1,0,0,0,0,0
16289,0,1,0,0,0,0,0,0,0
16290,0,0,0,0,1,1,0,0,0
16292,0,1,0,1,1,1,0,0,1
16294,0,1,0,1,0,0,0,0,0
16298,0,0,1,1,0,0,0,0,1
16301,0,0,0,1,0,1,0,0,0
16303,0,0,0,0,1,1,0,0,1
16304,0,0,0,1,1,1,0,0,0
16307,0,0,1,1,0,1,0,0,1
16308,0,0,0,1,0,0,0,0,0
16309,0,0,0,1,0,1,0,0,0
16310,0,0,0,0,1,1,0,0,0
16311,0,0,0,0,1,0,1,1,0
16314,1,0,0,1,0,1,0,0,0
16315,0,0,0,1,0,1,0,0,0
16317,0,0,0,0,0,0,0,0,1
16319,1,0,1,1,0,1,1,0,0
16322,0,0,0,1,0,1,0,1,1
16323,0,1,0,0,1,0,0,0,0
16324,0,1,0,0,0,0,0,0,0
16325,0,0,0,0,1,0,0,0,0
16326,0,0,0,0,1,0,0,0,0
16327,0,0,1,1,0,0,0,0,0
16330,0,1,0,1,1,1,0,0,1
16332,0,0,0,1,0,1,0,0,0
16333,0,1,0,1,1,1,1,1,1
16335,0,0,0,0,1,0,0,0,0
16336,0,0,0,0,1,1,0,0,0
16339,0,0,0,0,0,0,1,0,1
16342,0,0,0,1,0,1,1,0,0
16343,0,0,0,0,1,0,0,0,0
16346,0,1,0,0,1,1,0,0,0
16349,0,0,0,1,0,0,0,1,0
16351,0,0,0,1,0,0,0,0,0
16352,0,0,0,1,0,0,0,0,0
16353,0,1,0,1,1,1,0,1,0
16358,0,0,0,0,0,0,0,1,1
16363,0,0,0,0,0,0,0,0,1
16365,0,0,0,0,0,0,0,0,1
16367,0,0,1,0,0,0,0,0,0
16370,0,0,0,1,0,1,0,0,0
16374,1,0,0,0,0,1,0,0,1
16380,0,0,0,1,0,0,0,0,1
16382,0,1,0,0,1,0,0,0,0
16385,1,0,1,0,0,0,0,0,1
16388,0,0,0,1,0,0,0,1,1
16389,1,0,0,1,0,1,0,0,0
16392,0,0,0,0,0,1,0,0,1
16394,0,0,1,0,0,0,0,0,0
16395,1,0,1,0,1,0,0,0,0
16397,0,0,0,0,0,1,0,1,1
16401,0,0,0,1,0,1,0,0,0
16402,0,1,1,1,0,1,1,1,1
16403,0,0,0,0,0,0,0,0,1
16404,0,0,0,1,0,0,0,0,1
16406,0,0,0,1,0,0,0,0,0
16408,0,0,0,1,0,1,0,0,1
16410,0,0,0,1,0,0,0,0,0
16411,0,0,0,0,1,0,0,0,0
16413,0,0,0,0,1,0,0,0,0
16414,0,0,0,0,0,1,0,0,0
16415,0,0,1,0,0,0,0,0,0
16418,0,0,0,0,0,0,0,0,1
16419,0,1,1,0,0,0,0,0,0
16428,0,0,0,1,0,0,0,0,0
16429,0,0,0,0,0,0,0,1,0
16433,0,1,0,1,0,0,0,0,0
16434,0,0,0,1,0,1,0,0,0
16439,0,0,0,0,1,0,0,0,1
16440,0,1,0,1,1,0,0,0,1
16443,0,0,0,1,1,1,0,0,1
16444,0,0,0,1,0,1,0,0,0
16445,0,0,0,0,1,0,0,0,0
16446,0,0,0,1,0,1,1,1,0
16447,0,0,1,1,1,0,0,0,0
16449,0,0,0,0,1,0,0,0,1
16450,0,0,0,1,1,1,0,0,1
16451,0,0,0,0,0,1,1,0,1
16452,1,0,1,1,0,1,0,0,0
16454,0,0,0,0,0,1,0,0,1
16459,0,0,0,0,0,1,0,0,0
16467,0,0,0,0,1,0,0,0,0
16470,0,0,0,0,0,1,0,0,1
16476,1,0,1,0,0,1,0,0,0
16479,0,0,0,0,0,0,0,0,1
16480,0,1,1,1,1,0,0,0,0
16485,0,0,0,0,1,0,0,0,0
16486,0,0,0,1,0,1,0,0,1
16487,0,0,0,0,0,0,0,0,1
16489,0,0,0,1,0,1,0,0,0
16490,0,0,0,1,0,0,0,1,0
16491,0,0,0,0,0,1,0,0,1
16493,0,0,1,0,0,0,0,0,0
16494,0,1,0,1,0,0,0,0,0
16495,0,0,0,1,0,0,0,1,1
16496,0,1,0,0,1,0,0,0,0
16497,0,0,0,0,0,0,0,1,0
16498,0,1,1,1,1,1,0,0,1
16499,0,0,0,1,0,0,0,0,0
16500,0,0,1,0,0,1,1,0,0
16503,0,0,1,1,0,1,0,0,0
16504,0,0,0,1,0,1,0,0,1
16506,0,0,0,1,0,0,0,0,1
16507,0,0,0,1,0,0,0,0,1
16512,0,0,0,1,0,1,1,0,0
16513,0,0,0,0,0,0,0,0,1
16516,0,0,0,0,1,0,0,0,0
16520,0,0,1,0,0,1,0,1,0
16523,0,0,0,0,0,0,0,1,0
16527,0,0,0,1,0,0,0,0,1
16528,0,0,0,0,0,0,0,0,1
16529,0,0,0,1,0,1,1,0,1
16530,0,0,0,0,0,0,0,0,1
16531,0,1,0,0,1,0,0,0,1
16534,1,0,1,1,1,1,0,0,0
16535,0,0,0,0,0,1,0,0,0
16540,0,0,0,0,0,0,0,1,1
16545,0,0,0,0,1,0,0,0,0
16547,0,0,0,0,1,0,0,0,0
16552,0,0,0,1,0,0,0,0,0
16554,0,0,0,1,0,1,0,0,1
16557,0,0,0,1,0,0,0,0,0
16559,0,0,1,0,0,0,0,0,0
16566,0,0,0,0,0,0,0,0,1
16568,0,0,0,0,1,0,0,0,0
16570,0,0,0,1,0,1,0,0,1
16571,0,0,0,1,1,1,0,0,0
16573,0,1,0,0,1,0,0,0,0
16577,1,0,1,1,0,0,0,0,0
16581,0,0,0,0,0,0,0,0,1
16582,0,0,0,0,1,0,0,0,0
16584,1,0,0,1,0,1,0,0,1
16585,0,0,0,1,0,1,0,1,1
16589,0,0,0,1,0,1,0,1,1
16590,0,0,0,1,1,0,0,0,1
16595,0,0,1,1,1,0,0,1,0
16596,0,0,0,1,0,0,0,0,1
16597,0,0,0,1,0,0,0,0,1
16599,0,0,0,0,0,0,0,0,1
16603,0,0,0,0,0,1,0,0,0
16608,0,0,0,1,0,1,1,0,1
16612,1,0,0,0,0,0,0,0,0
16619,0,0,1,1,0,1,0,0,0
16620,1,0,1,0,0,1,1,1,0
16624,0,1,0,0,1,0,0,0,0
16625,0,0,0,1,0,0,0,0,0
16627,0,0,0,0,0,1,0,0,1
16629,0,0,0,1,0,0,0,0,1
16630,0,0,0,0,0,0,1,0,0
16632,0,1,0,1,0,1,0,1,0
16634,0,0,0,0,1,0,0,0,0
16636,0,0,0,0,1,0,0,0,0
16637,0,0,0,0,1,0,0,0,0
16641,0,0,0,0,0,1,0,0,0
16642,0,0,0,0,0,1,0,0,0
16643,1,0,0,0,0,0,0,0,0
16646,0,0,0,0,0,1,0,0,1
16648,0,0,0,0,0,1,0,0,0
16649,0,0,0,0,1,0,0,0,0
16651,0,0,0,1,0,0,0,0,1
16652,0,0,0,1,1,1,0,1,1
16654,0,1,0,0,1,1,0,0,0
16655,0,1,0,1,1,1,0,1,1
16656,0,0,0,1,0,1,0,0,0
16659,0,0,0,1,0,1,1,0,0
16661,0,0,0,1,0,0,0,0,0
16665,0,0,0,1,0,1,0,1,0
16669,0,0,1,1,0,0,0,0,0
16672,0,0,0,1,1,0,0,0,1
16673,0,0,0,1,0,0,0,0,0
16675,0,0,0,1,0,0,0,0,1
16677,0,1,1,1,0,1,1,1,1
16679,0,0,0,1,0,1,0,1,0
16684,0,1,0,1,1,0,0,0,0
16688,0,0,1,0,0,0,0,0,0
16690,0,0,0,1,0,1,0,1,0
16691,1,0,0,1,0,1,0,1,0
16696,0,1,0,0,1,0,0,0,0
16698,0,0,1,1,0,1,0,0,0
16706,0,0,0,0,1,1,0,0,1
16707,0,0,0,1,1,1,0,0,0
16708,0,1,0,0,0,0,0,0,0
16710,0,0,0,1,0,0,0,0,0
16711,1,0,1,1,0,1,1,0,1
16713,0,0,0,1,0,0,0,0,1
16714,0,0,0,0,0,1,0,0,1
16715,0,1,0,1,1,1,0,0,0
16719,0,0,0,1,1,1,0,0,0
16725,0,0,0,0,0,0,0,1,0
16726,0,0,0,1,0,0,0,0,0
16729,1,0,1,0,0,0,0,0,0
16730,0,0,0,0,0,1,0,0,1
16732,0,0,0,1,0,1,1,0,0
16733,0,0,0,0,1,0,0,0,0
16734,0,0,0,1,0,1,0,0,0
16735,0,0,0,1,1,1,0,0,1
16736,0,0,0,1,0,0,0,0,1
16738,0,0,0,0,0,0,0,0,1
16739,1,0,0,0,0,1,0,0,0
16740,0,1,1,1,1,1,0,0,0
16742,0,1,0,1,0,1,1,1,1
16743,0,0,0,0,0,0,0,0,1
16745,0,0,0,0,1,0,0,0,0
16748,0,1,0,1,1,1,0,0,1
16749,1,0,1,0,0,0,0,0,0
16751,1,0,0,0,0,0,1,1,1
16752,0,1,0,0,1,0,0,0,0
16753,0,0,0,1,0,1,1,0,1
16754,1,0,1,0,0,0,0,0,0
16756,0,1,0,1,1,0,0,0,0
16757,0,0,0,1,1,1,0,0,0
16758,1,0,1,0,0,0,0,1,0
16762,0,0,0,0,1,0,0,0,1
16764,0,0,1,1,0,0,0,0,1
16766,0,0,0,0,1,0,0,0,0
16767,0,1,0,0,1,0,0,0,1
16770,0,0,0,1,0,1,0,0,0
16771,1,0,0,1,0,0,0,0,1
16772,1,0,0,0,1,0,0,0,0
16774,0,0,0,0,1,0,0,0,0
16780,0,1,0,1,1,1,0,0,1
16781,0,0,0,0,0,1,0,0,0
16782,0,0,0,0,0,1,0,0,0
16783,1,0,0,0,1,0,0,0,1
16787,0,0,0,0,1,0,0,0,0
16788,0,0,1,0,0,0,0,0,0
16792,0,0,0,0,0,1,0,0,1
16793,0,0,0,0,1,1,0,0,0
16794,0,0,1,1,0,1,0,0,0
16795,0,0,1,1,0,1,0,0,1
16798,1,0,1,1,0,1,0,0,1
16799,0,0,1,1,0,1,0,0,1
16804,0,0,0,0,0,0,0,1,0
16807,0,0,0,0,0,1,0,0,1
16808,0,1,0,0,0,0,0,0,0
16809,0,0,0,0,1,0,0,0,0
16810,0,0,0,1,0,0,0,1,0
16812,0,0,0,1,0,1,0,0,0
16815,0,0,0,1,0,0,0,0,0
16816,0,0,0,0,1,1,0,0,0
16817,0,0,0,0,1,0,0,0,0
16818,0,0,0,0,0,0,0,0,1
16820,0,1,0,0,1,1,0,0,0
16821,0,0,0,1,1,1,0,1,1
16822,0,0,0,0,1,0,0,0,0
16823,0,0,0,0,0,1,0,0,0
16824,0,0,0,1,0,1,0,0,1
16826,0,0,0,1,1,1,0,0,0
16829,0,0,0,0,0,1,0,0,0
16833,0,1,0,0,0,1,1,0,0
16835,0,0,0,1,0,0,0,0,0
16836,1,0,0,0,0,0,0,0,0
16841,0,1,0,0,1,0,0,0,0
16842,0,0,0,0,1,1,0,0,0
16848,0,0,0,0,0,0,0,0,1
16849,0,0,0,1,1,1,0,0,1
16850,0,0,0,0,0,0,0,1,0
16851,0,1,0,0,1,0,0,0,0
16854,0,0,0,0,0,0,0,0,1
16855,0,0,0,1,0,1,0,0,1
16860,0,0,0,1,0,0,0,0,1
16866,0,0,0,1,1,1,0,0,0
16867,0,0,0,0,0,0,1,0,0
16868,0,0,0,1,0,1,0,1,0
16870,0,0,0,0,0,1,0,0,0
16871,0,1,0,0,0,0,0,0,0
16881,0,1,0,0,1,1,0,0,0
16886,0,0,1,1,0,0,0,0,1
16889,0,1,0,0,0,0,0,0,0
16890,0,0,0,0,0,1,1,0,0
16893,0,0,0,0,0,1,0,0,1
16894,0,0,0,1,0,1,0,0,0
16897,0,0,0,0,1,0,0,0,0
16900,0,0,0,1,0,1,0,0,1
16901,1,0,0,0,0,0,0,0,0
16902,0,0,0,0,1,1,0,0,0
16905,0,0,0,1,0,0,0,0,0
16907,0,1,0,0,0,0,0,0,0
16909,1,0,1,0,0,0,0,0,0
16911,0,0,0,1,0,1,0,0,1
16914,0,0,1,1,0,0,0,0,1
16917,0,0,0,0,1,0,0,0,0
16918,0,0,0,1,0,1,0,0,1
16919,0,0,0,0,0,1,0,0,0
16920,0,0,0,0,1,1,1,0,0
16924,0,0,0,1,0,1,1,0,1
16931,0,1,1,0,0,0,0,0,0
16937,1,0,0,1,0,0,0,0,1
16939,0,0,0,1,0,0,0,0,0
16942,0,0,0,0,1,0,0,0,0
16945,0,0,0,0,1,0,0,0,1
16951,0,0,0,0,0,0,0,0,1
16952,1,0,0,0,0,0,0,0,0
16953,0,1,0,1,1,1,1,0,0
16958,1,0,0,0,0,0,0,0,1
16961,0,0,0,0,0,0,0,1,0
16962,0,1,1,0,0,0,0,0,0
16963,0,0,0,1,0,1,0,1,0
16964,0,0,0,1,0,1,0,0,0
16967,1,1,1,1,1,1,1,1,1
16968,0,0,0,1,0,0,0,0,1
16976,0,0,1,1,1,0,0,0,0
16979,0,1,0,0,1,1,0,0,0
16980,0,0,0,0,0,0,0,0,1
16981,0,0,0,1,1,0,0,0,0
16982,0,0,0,0,0,0,0,0,1
16983,0,0,0,0,1,1,0,0,0
16985,0,1,0,0,1,0,0,0,0
16986,0,0,0,1,0,0,0,0,0
16992,0,0,1,1,0,0,0,0,0
16993,0,0,0,0,0,1,0,0,1
16994,0,1,0,0,1,1,0,0,0
16995,0,1,0,0,1,0,0,0,0
16997,0,1,0,1,1,1,0,0,1
16999,0,0,0,0,0,1,0,0,0
17000,0,1,0,0,1,0,0,0,0
17005,0,0,1,0,0,0,0,0,0
17006,0,0,0,1,0,0,0,0,0
17007,0,0,0,1,0,0,0,0,0
17009,0,0,0,0,1,0,0,0,0
17010,0,0,0,1,0,0,0,0,0
17014,0,0,0,1,0,1,0,0,1
17015,0,0,0,0,1,0,0,0,0
17016,0,0,0,1,0,0,0,0,0
17019,0,0,0,0,0,0,0,1,0
17027,0,0,0,1,1,0,0,0,1
17030,0,0,0,0,0,0,0,0,1
17048,0,0,0,1,0,0,0,0,0
17054,1,0,0,0,0,0,0,0,1
17055,0,0,1,1,1,0,0,0,0
17056,0,0,0,0,1,0,0,0,0
17058,0,0,0,0,0,0,0,1,0
17061,0,0,0,0,0,0,0,1,0
17066,1,0,0,1,1,1,0,0,1
17068,0,0,0,1,0,1,0,0,0
17069,0,0,0,1,1,1,0,0,1
17074,1,0,1,0,1,0,0,0,1
17076,0,1,0,0,1,0,0,0,0
17077,0,0,0,1,0,1,0,0,1
17078,0,0,0,0,0,0,0,1,0
17081,0,0,0,1,0,0,0,1,1
17082,0,0,0,1,0,1,1,0,1
17083,0,0,0,0,0,1,0,0,0
17085,0,0,0,1,0,1,0,0,0
17086,0,1,0,1,1,0,0,0,0
17089,0,0,0,1,1,0,0,0,0
17093,0,0,0,0,1,0,0,0,0
17094,0,0,0,0,0,0,0,1,0
17096,0,0,0,1,0,0,0,0,1
17097,0,0,0,1,0,0,0,0,1
17099,0,0,0,0,0,1,0,0,0
17101,0,0,0,1,0,1,0,0,1
17102,0,0,0,1,0,0,0,0,1
17104,0,0,0,0,0,1,0,0,0
17107,0,0,0,1,0,1,0,0,1
17109,0,0,0,1,1,0,1,1,1
17110,0,0,1,0,0,0,0,0,0
17111,0,0,0,1,0,0,0,0,0
17112,0,0,0,0,1,0,0,1,0
17113,0,0,0,0,0,0,0,0,1
17114,0,0,0,0,0,0,1,0,1
17115,0,0,0,1,1,0,0,0,1
17116,0,1,0,1,1,0,0,0,1
17119,0,1,0,0,0,0,0,0,0
17123,0,0,0,0,0,1,0,0,0
17124,0,0,0,0,0,1,0,0,0
17125,0,0,0,0,0,1,0,0,0
17126,0,0,0,0,1,0,0,0,0
17128,0,0,0,1,0,1,0,0,0
17133,0,0,1,1,0,1,0,0,0
17135,0,0,1,0,0,0,0,0,1
17137,0,0,0,0,0,0,0,0,1
17139,0,1,0,1,1,1,0,0,0
17140,0,0,1,0,0,0,0,0,0
17141,0,1,1,0,1,1,0,0,0
17143,0,0,0,1,0,1,0,0,0
17144,0,0,0,0,0,1,0,0,1
17146,0,0,0,0,1,0,0,0,0
17147,0,0,0,0,1,1,0,0,0
17151,0,0,0,1,0,0,0,0,0
17152,0,0,0,1,1,1,0,0,1
17155,0,0,0,1,1,1,0,0,1
17156,0,0,1,1,0,1,0,0,0
17160,0,0,0,0,0,0,0,0,1
17163,0,0,0,0,0,0,0,0,1
17165,0,0,0,1,0,0,0,0,0
17166,1,0,1,0,0,0,0,0,0
17167,1,0,1,0,0,0,0,0,0
17169,0,1,0,1,1,0,0,0,1
17172,0,0,0,0,1,0,0,0,0
17175,0,0,0,1,0,0,0,0,1
17178,0,0,0,1,0,0,0,0,0
17182,0,0,0,1,0,0,1,0,1
17184,0,0,1,0,0,1,0,0,0
17186,0,0,0,1,0,1,0,0,0
17197,0,0,0,1,0,0,0,0,0
17200,0,0,1,0,0,0,0,0,0
17202,0,0,0,0,0,0,0,0,1
17204,0,0,0,0,0,1,0,0,0
17206,1,0,0,0,0,0,0,0,0
17208,0,0,1,0,0,1,0,0,0
17209,0,1,0,1,1,0,0,0,0
17212,0,0,0,1,1,0,0,0,1
17215,0,0,0,1,0,1,0,0,1
17216,0,0,1,1,0,1,1,0,1
17219,0,0,0,1,0,0,1,0,1
17221,0,0,0,1,1,1,0,0,0
17222,0,1,0,1,1,1,0,1,1
17224,0,0,0,0,1,0,0,0,0
17227,0,0,0,0,0,0,1,0,0
17230,0,0,0,0,0,0,0,0,1
