,Spark,React,.NET Core,Firebase,AngularJS,Node.js,Hadoop,Cordova,Xamarin
14513,1,0,0,0,0,0,0,0,0
14518,0,0,1,0,0,0,0,0,0
14519,0,0,1,0,0,0,0,0,0
14520,0,0,0,1,0,0,0,0,0
14527,0,0,0,0,0,1,0,0,0
14529,0,1,0,0,0,1,0,0,0
14531,0,1,0,0,0,0,0,0,0
14533,0,0,1,0,0,1,0,0,0
14535,0,0,0,0,1,1,0,0,0
14536,0,0,1,0,0,0,0,0,0
14537,0,0,0,0,1,1,0,0,0
14542,0,0,1,0,1,0,0,0,0
14545,0,0,0,0,0,1,0,0,0
14546,0,1,1,0,0,1,0,0,1
14547,0,1,0,0,0,1,0,0,0
14552,0,0,0,0,1,0,0,0,0
14553,0,0,0,0,0,1,0,0,0
14559,0,0,0,0,0,1,0,0,0
14560,0,0,0,0,0,1,0,1,0
14561,0,0,1,0,0,0,0,0,0
14562,0,0,0,0,0,1,0,0,1
14563,0,1,0,0,0,1,0,0,0
14564,0,0,1,0,1,0,1,0,0
14565,0,0,1,0,1,1,0,1,0
14567,0,1,0,0,1,0,0,0,0
14568,0,1,0,0,1,0,1,0,0
14569,0,0,0,0,0,0,0,0,1
14570,0,0,0,0,0,1,0,0,0
14571,0,1,0,0,1,1,0,0,0
14572,0,0,0,0,1,1,0,1,0
14577,0,1,1,0,0,1,0,0,0
14581,0,1,0,0,0,1,0,0,0
14583,0,0,0,0,0,0,0,1,0
14587,0,0,0,0,1,1,0,0,0
14589,0,1,0,0,1,1,0,0,0
14592,0,0,1,0,0,1,0,1,1
14593,0,0,1,0,0,0,0,0,0
14594,1,0,0,0,0,0,1,0,0
14595,0,0,1,0,1,0,0,0,0
14596,0,0,0,0,1,0,0,0,0
14597,0,1,0,0,0,1,0,0,0
14604,0,1,0,0,0,1,0,0,0
14608,0,0,0,0,0,1,0,0,0
14611,0,0,1,0,1,1,0,0,0
14614,0,0,0,0,0,0,0,0,1
14615,0,0,0,0,0,1,0,0,0
14617,0,0,1,0,1,0,0,0,0
14620,0,0,1,0,0,0,0,0,1
14623,0,0,1,0,1,0,0,0,1
14624,0,0,0,0,1,0,0,0,0
14625,0,1,0,0,0,1,0,0,0
14627,0,0,1,0,0,0,0,0,0
14628,0,0,1,0,0,0,0,0,0
14630,0,0,0,0,1,1,0,0,0
14633,0,1,1,0,0,1,0,0,0
14636,0,0,0,0,0,1,0,0,0
14638,0,1,0,0,0,1,0,1,0
14641,0,0,0,1,0,0,0,0,0
14644,0,1,0,0,1,0,0,0,0
14647,1,0,0,0,1,0,0,1,0
14648,0,0,0,0,0,1,0,0,0
14649,0,0,0,0,1,1,1,0,0
14651,0,0,0,1,0,0,0,0,0
14656,0,1,0,0,1,1,0,0,0
14659,0,0,0,0,1,0,0,1,0
14661,0,1,1,0,1,1,0,0,0
14664,0,1,0,0,1,1,0,0,0
14665,0,1,0,0,0,1,0,0,0
14672,0,0,1,0,0,0,0,0,0
14673,0,0,0,0,0,1,0,0,0
14675,0,1,0,0,0,1,0,0,0
14676,0,1,0,0,0,1,0,0,0
14677,0,0,1,0,0,0,0,0,0
14680,0,0,0,0,0,0,0,0,1
14682,1,1,0,0,0,0,0,0,0
14683,0,0,1,0,0,0,0,0,1
14684,1,0,0,0,1,1,1,0,0
14685,0,0,1,0,1,0,0,0,0
14689,1,0,0,0,0,0,0,0,0
14690,0,0,0,1,0,0,0,0,0
14692,0,0,0,0,1,0,0,0,0
14693,0,0,1,0,1,0,0,0,0
14696,1,0,0,0,0,0,1,0,0
14698,0,1,0,0,0,0,0,0,0
14701,0,0,1,0,0,0,0,0,0
14703,0,0,0,0,0,1,0,0,0
14709,0,0,0,1,0,0,0,0,0
14710,1,0,0,1,1,1,0,0,0
14716,0,0,1,0,1,0,0,0,0
14717,1,0,0,0,1,0,1,1,0
14719,0,0,0,0,1,0,0,0,0
14722,0,0,0,0,1,1,1,0,0
14725,0,0,1,0,1,1,0,0,0
14726,0,1,0,0,0,1,1,0,0
14730,0,0,0,0,1,0,0,0,0
14732,0,1,0,0,1,1,0,0,0
14734,0,0,0,0,1,0,0,0,0
14735,0,0,0,0,1,0,0,0,0
14736,0,0,1,0,1,0,0,0,0
14737,0,1,1,0,0,0,0,0,0
14740,0,0,1,1,1,1,0,1,1
14742,0,0,1,0,1,0,0,0,0
14743,0,1,0,0,1,1,0,0,0
14745,0,1,0,0,1,1,0,0,0
14746,1,0,0,0,0,0,0,0,0
14749,0,0,0,1,1,1,0,0,0
14751,0,0,0,0,1,1,0,0,0
14752,0,0,0,0,1,0,0,0,0
14753,1,0,0,0,0,0,1,0,0
14756,0,1,0,0,0,0,0,0,0
14757,0,1,0,0,0,1,0,0,0
14758,0,0,0,0,1,0,0,0,0
14763,1,0,0,0,0,0,1,0,0
14767,0,0,0,0,1,0,0,0,0
14772,0,1,1,1,0,1,0,0,0
14773,0,0,1,0,0,0,0,0,0
14774,0,0,1,0,1,1,0,0,0
14775,0,0,1,0,0,1,0,0,0
14784,0,1,0,0,0,1,0,0,0
14787,0,1,0,0,0,0,0,0,0
14788,0,0,0,0,1,0,0,0,0
14790,0,0,1,1,0,0,0,0,0
14791,0,1,0,0,0,0,0,0,0
14793,0,0,1,0,0,1,0,0,0
14797,0,0,0,0,0,0,0,0,1
14799,0,0,0,1,0,0,0,0,0
14804,0,0,0,0,0,1,1,0,0
14805,0,1,0,0,0,0,0,0,0
14807,0,0,0,0,0,1,0,1,0
14809,0,0,0,0,1,1,0,0,0
14810,0,0,0,0,1,0,0,0,0
14811,0,1,0,0,0,0,0,0,0
14812,0,1,0,0,0,0,0,0,0
14814,0,1,0,0,1,1,0,0,0
14815,0,0,0,0,0,1,0,0,0
14816,0,1,0,0,0,1,0,0,0
14817,0,0,1,0,1,1,0,0,0
14821,0,0,1,0,0,0,0,0,0
14822,0,0,1,0,1,1,0,1,0
14824,0,1,0,1,0,0,0,0,0
14825,0,0,0,0,0,1,0,0,0
14829,0,0,0,0,1,0,0,0,0
14831,0,0,1,0,0,0,0,0,0
14838,0,1,1,0,1,1,0,0,0
14842,0,0,1,0,0,0,0,0,1
14844,0,0,1,0,0,0,0,0,0
14847,0,0,0,1,0,0,0,0,0
14849,0,0,0,0,0,1,0,0,0
14851,0,0,0,0,1,0,0,1,0
14852,0,0,0,0,0,0,0,0,1
14854,0,0,0,0,0,0,0,1,0
14860,0,0,0,1,0,0,0,0,0
14861,0,0,1,0,0,0,0,0,0
14863,1,0,0,0,0,0,1,0,0
14870,0,1,1,0,1,1,0,0,0
14871,0,0,1,0,1,0,0,0,0
14873,0,0,0,0,1,0,0,0,0
14877,0,0,1,0,0,0,0,0,0
14883,0,0,0,0,1,0,0,0,0
14884,0,1,0,1,1,1,0,0,0
14886,0,0,0,0,1,1,0,0,0
14888,0,0,0,0,0,0,0,0,1
14891,0,0,1,0,1,1,0,0,0
14893,0,1,0,0,0,1,0,0,0
14897,0,1,0,0,0,1,0,0,0
14904,0,0,0,0,0,1,0,0,0
14905,0,1,0,0,0,1,0,0,0
14906,0,1,1,0,1,1,0,0,0
14907,0,1,0,0,1,1,0,0,0
14911,0,0,0,1,0,1,0,0,0
14916,0,0,0,0,1,0,0,0,0
14917,1,0,1,0,1,1,1,1,1
14918,0,0,0,0,0,1,0,0,0
14921,0,0,1,0,0,0,0,0,0
14924,0,1,0,0,1,0,0,0,0
14930,0,0,1,0,1,0,0,0,0
14931,0,0,1,0,0,0,0,0,0
14932,0,1,1,0,0,0,0,0,0
14935,0,0,1,1,1,1,0,0,1
14936,0,1,0,0,1,1,0,0,0
14939,0,0,1,0,1,0,0,0,1
14940,0,1,0,0,0,1,0,0,0
14942,0,0,1,0,1,1,0,1,0
14944,0,0,0,0,1,0,0,0,0
14945,0,0,0,0,1,1,0,0,0
14952,0,1,0,0,0,1,0,0,0
14956,0,0,0,0,0,1,0,0,0
14958,0,1,0,0,0,1,0,0,0
14960,0,0,0,0,0,1,0,0,0
14961,0,0,1,0,0,0,0,0,1
14963,0,0,1,0,0,0,0,0,0
14965,0,0,1,0,0,0,0,0,0
14970,0,0,1,0,0,0,0,0,0
14972,0,0,0,0,1,1,0,0,0
14975,0,0,1,0,1,1,0,1,0
14977,1,0,0,0,0,0,0,0,0
14978,0,0,0,0,0,0,0,0,1
14979,0,0,0,0,0,1,0,0,0
14981,0,0,1,0,0,0,0,0,0
14982,0,0,0,0,0,0,0,0,1
14983,0,0,1,0,0,1,0,0,0
14987,0,0,0,0,1,1,0,0,0
14988,0,0,1,0,0,0,0,0,0
14993,0,1,0,0,0,1,0,0,0
14998,1,0,0,1,1,1,0,0,0
14999,0,1,0,0,1,0,0,0,0
15002,0,0,1,0,0,0,0,0,0
15006,0,1,0,0,0,0,0,0,0
15008,0,0,1,0,1,0,0,0,0
15012,0,0,1,0,0,0,0,0,0
15013,0,0,0,0,0,1,0,0,0
15015,0,0,1,0,0,0,0,0,0
15016,0,1,0,0,1,1,0,0,0
15021,0,0,1,0,0,0,0,0,0
15022,0,0,1,0,0,0,0,0,0
15027,0,0,1,0,0,0,0,0,0
15029,0,0,0,0,0,1,0,0,0
15031,0,1,0,0,1,1,0,0,0
15034,0,1,1,1,1,1,0,1,0
15036,0,0,1,0,0,0,0,0,0
15038,0,0,0,0,1,1,0,0,0
15042,0,1,0,0,0,1,0,0,0
15043,0,1,0,0,1,1,0,0,0
15045,0,0,1,0,0,0,0,0,0
15046,0,0,1,0,0,0,0,0,0
15048,0,1,0,0,0,0,0,0,0
15051,0,1,0,0,1,1,0,0,0
15054,0,0,0,0,0,1,0,0,0
15055,0,0,1,0,0,0,0,0,0
15058,0,0,1,0,0,0,0,0,0
15064,0,0,0,0,0,0,0,0,1
15065,0,0,1,0,1,0,0,0,0
15066,0,0,1,0,0,0,0,0,0
15067,0,0,0,0,0,1,0,0,0
15070,0,0,0,0,0,1,0,0,0
15071,0,1,0,0,1,1,0,0,0
15072,0,1,0,1,1,1,0,0,0
15073,0,0,0,1,1,1,0,0,0
15078,1,0,0,0,0,0,1,0,0
15079,0,0,0,0,1,0,0,0,0
15082,0,1,0,1,1,1,0,1,0
15083,1,0,1,0,1,1,1,0,0
15087,0,0,0,0,1,0,0,0,0
15088,0,0,1,0,0,0,0,0,1
15092,0,0,0,0,1,1,0,0,0
15095,0,0,1,0,0,0,0,0,0
15103,0,0,1,0,1,1,0,0,0
15105,0,1,0,1,1,1,1,0,0
15106,0,0,0,0,0,1,0,0,0
15109,0,0,0,0,0,1,0,0,0
15110,0,0,0,0,1,1,0,0,0
15111,0,0,0,0,1,0,0,0,0
15118,0,1,0,0,1,1,0,1,0
15119,0,1,0,1,0,1,0,0,0
15120,0,0,0,0,1,0,0,0,0
15131,0,0,0,0,1,1,0,1,0
15132,0,1,0,0,1,0,0,0,0
15134,1,0,0,0,0,0,0,0,0
15140,0,0,0,0,1,1,0,0,0
15141,0,0,1,0,0,0,0,0,0
15143,0,0,0,0,1,0,0,0,0
15148,0,0,1,1,0,0,0,0,0
15149,0,0,1,0,0,0,0,0,0
15156,0,0,0,0,0,1,0,0,0
15160,0,1,1,0,0,0,0,0,0
15166,0,0,0,0,1,0,0,0,0
15169,0,0,0,1,0,0,0,0,0
15172,0,0,0,0,0,1,0,0,0
15180,0,0,0,0,0,1,0,0,0
15185,0,0,0,0,1,0,0,0,0
15190,0,0,0,0,1,0,0,0,0
15193,0,0,0,0,1,0,0,0,0
15194,0,1,0,0,0,1,0,0,0
15199,0,0,0,0,0,1,1,0,0
15200,0,0,0,0,1,1,0,0,0
15208,0,0,1,0,0,0,0,0,0
15211,0,0,0,0,0,1,0,0,0
15215,0,0,1,0,0,0,0,0,0
15224,0,0,1,0,1,0,0,0,0
15225,0,0,0,0,1,0,0,0,0
15227,0,0,0,1,0,0,0,0,0
15232,0,0,0,0,1,1,0,0,0
15233,0,0,0,0,0,1,0,0,0
15236,0,0,0,0,0,1,0,0,0
15239,0,1,1,1,1,1,0,1,0
15241,0,0,0,0,1,0,0,1,0
15243,0,0,0,1,1,0,0,0,0
15244,0,0,0,0,1,0,0,0,0
15246,0,0,0,0,0,1,0,0,0
15250,0,0,1,0,1,1,0,0,1
15251,0,0,1,0,0,0,0,0,0
15256,0,0,0,0,0,1,0,0,0
15261,0,0,0,0,1,1,0,0,0
15266,1,0,0,0,0,0,1,0,0
15270,0,0,0,0,1,0,0,0,0
15271,0,0,0,0,0,1,0,0,0
15275,0,0,0,0,1,1,0,0,0
15276,0,1,0,0,1,0,0,0,0
15277,0,0,0,0,1,0,1,0,0
15279,0,1,0,1,1,0,0,1,0
15280,0,0,0,0,1,0,0,0,0
15281,0,0,0,0,0,1,0,0,0
15282,0,0,0,0,0,0,0,1,0
15283,0,0,1,0,0,0,0,0,0
15285,0,1,0,0,0,0,0,0,0
15287,0,0,1,0,0,0,0,0,0
15290,0,0,0,0,1,0,0,0,0
15292,0,0,0,0,1,0,0,1,0
15293,0,0,0,0,1,0,0,0,0
15301,0,1,0,1,0,1,0,0,0
15302,0,0,1,0,0,0,0,0,0
15304,0,0,0,1,1,0,0,0,0
15307,0,0,0,0,0,1,0,0,0
15308,0,0,1,0,0,0,0,0,0
15313,0,0,1,0,0,0,0,0,0
15314,0,1,0,0,0,0,0,0,0
15318,0,0,1,0,1,1,0,0,0
15319,1,0,0,0,1,1,1,0,0
15320,0,0,0,0,0,1,0,0,0
15321,0,1,0,1,1,1,0,1,0
15325,0,1,0,0,0,0,0,0,0
15326,0,0,0,0,1,0,0,0,0
15332,0,0,1,0,0,0,0,0,0
15333,0,0,0,0,1,0,0,0,0
15335,0,0,0,0,1,0,0,0,0
15337,0,0,0,0,1,0,0,0,0
15342,0,1,0,0,1,0,0,0,0
15343,0,0,0,0,0,0,1,0,0
15344,0,1,0,0,1,0,0,0,0
15347,0,0,1,0,0,0,0,0,0
15351,0,1,0,0,0,0,0,0,0
15353,0,1,0,0,0,0,0,0,0
15354,0,0,1,0,0,0,0,0,0
15356,0,1,0,0,0,1,0,0,0
15358,0,0,1,0,0,1,0,0,0
15363,0,1,0,1,0,1,0,1,0
15364,0,0,1,0,0,0,0,0,0
15366,0,0,0,0,0,0,0,1,0
15369,0,0,0,0,1,0,0,0,0
15370,0,1,1,0,1,1,0,0,0
15371,0,0,1,0,0,0,0,0,0
15373,0,1,0,0,1,1,0,0,0
15375,0,0,1,0,0,1,0,0,1
15380,0,1,0,0,1,1,0,0,0
15383,1,0,0,0,0,0,0,0,0
15385,0,0,0,0,0,1,0,0,0
15387,0,0,0,0,1,1,0,0,0
15388,0,1,1,1,1,1,0,1,0
15389,0,0,0,0,1,0,0,0,0
15391,0,1,1,0,0,1,0,0,0
15396,0,0,1,0,1,0,0,0,0
15400,0,0,0,0,1,0,0,0,0
15403,0,1,0,0,0,0,0,0,0
15405,0,0,0,0,1,0,0,0,0
15410,0,0,0,0,1,0,0,1,0
15416,0,0,0,0,1,0,0,0,0
15418,0,0,0,0,0,1,0,0,0
15419,0,0,0,0,1,0,0,0,0
15422,0,0,0,0,0,1,0,0,0
15427,0,0,0,0,1,1,0,0,0
15428,0,1,0,0,1,0,0,0,0
15432,0,0,1,0,0,0,0,0,0
15433,0,0,0,0,1,1,0,0,0
15436,0,1,0,0,1,1,0,0,0
15440,0,0,0,0,1,1,0,0,0
15443,0,0,1,0,1,1,0,0,1
15452,0,0,0,0,1,0,1,0,0
15453,1,0,0,0,0,0,1,0,0
15455,0,0,0,0,1,0,0,0,0
15456,0,1,0,1,0,1,0,1,0
15460,0,0,0,0,1,0,0,0,0
15463,0,0,0,1,0,0,0,0,0
15464,0,0,1,0,0,0,0,1,0
15468,0,0,1,0,1,0,0,0,0
15470,0,0,0,0,0,1,0,0,0
15476,0,0,0,0,1,1,0,0,0
15482,0,0,1,0,0,0,0,0,0
15486,0,0,1,0,0,1,0,0,0
15487,0,0,1,0,0,0,0,0,0
15489,0,0,1,1,0,1,0,0,1
15491,0,0,1,0,1,0,0,0,0
15494,0,0,1,0,1,0,0,0,0
15497,0,0,1,0,0,1,0,0,0
15499,0,0,1,0,1,0,0,0,0
15501,0,0,0,0,1,1,0,0,0
15507,0,0,0,0,1,1,0,0,0
15508,0,1,0,1,0,0,0,0,0
15510,0,0,0,0,0,1,0,0,0
15513,0,0,1,0,0,0,0,0,0
15517,0,1,0,0,0,0,0,0,0
15518,0,1,0,0,0,0,0,0,0
15519,0,1,0,0,0,0,0,0,0
15523,0,0,0,1,1,1,0,1,0
15527,0,0,0,0,1,0,0,0,0
15528,0,0,0,0,1,0,0,0,0
15529,0,0,0,1,0,0,0,0,0
15530,0,0,0,0,1,1,0,0,0
15531,0,0,0,0,0,0,0,0,1
15534,0,0,0,0,0,1,0,0,0
15537,0,1,0,1,1,1,0,1,0
15538,0,1,0,1,1,1,0,1,0
15540,0,0,0,0,0,1,0,0,0
15541,0,0,0,1,0,0,0,0,0
15543,0,0,0,0,0,0,1,0,0
15547,0,0,0,0,1,1,0,0,0
15549,0,0,0,0,0,1,0,0,0
15550,0,0,0,0,1,0,0,0,0
15551,0,0,0,0,0,1,0,0,0
15558,0,0,1,0,0,0,0,0,0
15559,0,0,0,0,1,0,0,0,0
15560,0,1,0,0,1,1,0,0,0
15561,0,0,1,0,0,0,0,0,0
15564,0,1,0,0,1,0,0,0,0
15567,0,0,0,0,0,0,0,1,0
15568,0,0,0,0,1,0,0,0,0
15569,0,0,1,0,0,1,0,0,0
15570,0,0,0,0,1,1,0,0,0
15577,0,0,0,0,1,1,0,1,0
15583,0,0,1,0,1,1,0,0,0
15586,0,0,0,1,0,1,0,0,0
15587,0,0,0,0,1,1,0,0,0
15593,0,0,1,0,0,0,0,0,0
15594,0,0,1,0,1,0,0,0,0
15606,0,0,0,0,0,1,0,0,0
15607,0,0,1,0,0,0,0,0,0
15621,0,1,0,1,1,1,0,1,0
15633,0,0,0,0,0,1,0,0,0
15634,0,0,0,0,0,0,1,0,0
15638,0,0,0,0,1,0,0,0,0
15640,0,0,1,0,0,0,0,0,0
15644,0,1,1,0,1,0,0,0,0
15645,0,0,1,0,0,0,0,1,1
15648,0,0,0,0,1,0,0,0,0
15649,0,0,0,0,1,1,0,0,0
15654,0,0,0,1,1,1,0,0,0
15655,0,0,1,0,1,1,0,0,0
15657,0,0,0,0,1,1,0,0,0
15659,0,0,0,0,0,0,0,1,0
15660,0,0,0,0,1,1,0,0,0
15661,0,1,0,0,0,1,0,0,0
15663,0,1,0,0,0,1,0,0,0
15665,0,0,1,0,1,1,0,1,0
15671,0,0,1,0,1,0,0,0,0
15675,0,1,1,0,0,1,0,0,1
15676,0,1,0,0,0,1,0,0,0
15677,0,0,1,0,0,0,0,0,0
15680,0,0,0,0,1,0,0,0,0
15686,0,0,1,0,1,1,0,0,0
15687,0,0,1,0,0,0,0,0,0
15688,0,0,0,0,1,0,0,0,0
15690,0,1,1,0,1,1,1,0,0
15691,0,0,0,0,1,1,0,0,0
15692,0,0,1,0,0,0,0,0,0
15693,0,0,0,0,1,1,0,0,1
15695,0,0,1,0,0,1,0,0,0
15699,0,0,0,0,1,0,0,0,0
15700,1,0,0,0,0,0,0,0,0
15701,0,0,0,0,0,1,0,0,0
15702,0,0,0,0,0,1,0,0,0
15703,0,0,1,0,0,0,0,0,0
15704,0,0,0,0,0,1,0,0,0
15707,0,0,0,0,1,0,0,0,0
15712,0,0,0,0,0,1,0,0,0
15716,0,0,0,0,1,1,0,0,0
15719,0,0,1,0,0,0,0,0,0
15721,0,0,1,0,1,0,0,0,0
15722,0,0,0,0,1,0,0,0,0
15724,0,0,0,0,1,1,0,0,0
15725,0,1,0,0,1,1,0,0,0
15726,0,0,0,0,1,0,0,0,0
15727,0,1,0,0,0,0,0,0,0
15728,0,0,0,0,0,1,0,0,0
15731,0,0,1,0,1,0,0,0,0
15741,0,0,0,1,0,0,0,1,0
15748,1,0,0,0,0,0,0,0,0
15754,0,0,0,0,1,1,0,0,1
15755,0,0,1,0,1,1,0,0,0
15759,0,0,1,0,0,0,0,0,0
15761,0,0,1,0,1,0,0,0,1
15766,1,0,0,0,0,0,0,0,0
15768,0,0,0,1,0,0,0,0,0
15771,0,0,0,0,1,0,0,1,0
15773,0,0,0,0,1,1,0,0,0
15775,0,0,0,0,1,0,0,0,0
15776,0,0,0,0,0,1,0,0,0
15777,0,0,0,0,0,1,0,0,0
15779,0,0,0,0,0,1,0,0,0
15783,0,0,1,0,0,0,0,0,0
15784,0,0,1,0,0,0,0,0,0
15785,0,0,1,0,1,1,0,0,0
15786,0,0,1,0,1,0,0,0,0
15787,0,1,0,0,0,1,0,0,0
15789,0,1,0,0,0,1,0,0,0
15791,0,0,0,0,0,0,1,0,0
15799,0,0,1,0,0,0,0,0,0
15801,0,0,0,0,1,0,0,0,0
15802,0,0,1,0,0,1,0,0,0
15804,0,0,1,0,0,0,0,0,0
15805,0,1,0,0,0,0,0,0,0
15807,0,0,0,0,1,1,0,0,0
15810,0,0,1,0,0,0,0,0,0
15812,0,0,1,0,0,1,0,0,1
15813,0,0,0,0,1,0,0,0,0
15816,0,0,1,0,0,0,0,0,0
15818,0,0,0,0,0,0,0,0,1
15819,0,1,0,0,1,0,0,1,0
15820,0,0,0,1,0,0,0,1,0
15821,0,0,0,0,1,0,0,0,0
15822,0,0,0,0,1,1,0,0,0
15823,0,0,0,0,0,0,0,1,0
15824,0,0,1,0,0,0,0,0,0
15825,0,1,1,0,0,1,0,1,1
15826,0,1,0,0,0,0,0,0,0
15827,0,0,1,0,1,1,0,0,0
15830,1,0,0,0,0,0,1,0,0
15831,0,0,0,0,1,1,0,0,0
15835,0,0,0,0,1,1,0,0,0
15838,0,0,1,0,0,0,0,0,0
15845,0,0,1,0,0,0,0,0,0
15848,0,0,1,0,0,0,0,0,1
15850,0,1,0,0,0,1,0,1,1
15854,0,1,0,0,0,1,0,0,0
15856,1,0,0,0,0,0,0,0,0
15858,0,0,0,0,0,1,0,0,0
15860,0,0,0,0,1,1,0,0,0
15861,0,1,0,0,0,1,0,0,0
15863,0,0,0,0,0,1,0,0,0
15864,0,1,0,0,0,1,0,0,0
15867,0,0,1,0,1,1,0,0,0
15868,1,0,0,0,0,0,1,0,0
15874,0,0,0,0,1,1,0,0,0
15875,0,1,0,0,1,1,0,0,0
15877,0,0,0,0,1,0,0,0,0
15878,1,0,0,0,1,1,0,0,0
15879,0,1,0,0,0,0,0,0,0
15882,0,0,0,0,1,1,0,0,0
15885,0,1,0,0,0,0,0,0,0
15889,0,0,0,0,0,0,0,0,1
15891,0,0,1,0,0,0,0,0,0
15893,0,0,0,0,1,1,0,0,0
15900,0,1,0,0,1,1,0,0,0
15902,0,0,0,0,1,0,0,1,0
15903,0,1,0,1,0,1,1,0,0
15914,1,0,0,0,0,0,1,0,0
15915,0,1,0,1,0,1,0,0,0
15916,0,0,1,0,0,0,0,0,0
15928,0,0,1,0,0,0,0,0,0
15929,0,1,0,0,1,0,1,0,0
15932,0,0,1,0,0,0,0,0,0
15933,0,0,0,1,0,0,0,0,0
15936,0,0,1,0,0,0,0,0,0
15938,0,0,1,0,1,0,0,0,0
15940,0,0,0,0,1,1,0,0,0
15941,0,1,0,0,0,1,0,0,0
15942,0,0,0,0,1,0,0,0,0
15943,0,0,0,0,1,0,0,0,0
15944,0,0,1,0,0,0,0,0,0
15946,0,0,1,0,0,1,0,0,0
15948,0,0,1,0,1,0,0,0,0
15949,1,0,0,0,0,0,0,0,0
15953,0,0,0,0,0,0,0,0,1
15954,0,0,0,0,1,1,0,0,0
15956,0,0,0,0,0,1,0,0,0
15959,0,0,0,0,1,0,0,0,0
15965,0,1,0,0,1,1,0,0,0
15966,0,0,0,0,1,1,0,0,0
15967,0,1,0,1,1,1,0,0,0
15971,0,1,0,0,0,1,0,0,0
15973,0,0,0,0,0,1,0,0,0
15975,0,0,0,0,1,0,0,1,0
15977,0,0,0,0,0,1,0,0,0
15979,0,0,0,1,0,0,0,0,0
15985,0,0,1,1,0,0,0,1,0
15987,0,0,1,0,1,0,0,0,0
15990,0,0,0,0,0,1,0,0,0
15993,0,0,0,0,0,1,0,0,0
15995,0,0,0,0,0,1,0,0,0
15998,0,0,0,0,0,1,0,0,0
16003,1,0,0,0,0,0,0,0,0
16004,0,1,0,0,0,0,0,0,0
16005,0,0,0,0,0,1,0,0,0
16007,0,0,1,0,0,0,0,0,0
16011,0,0,1,0,0,0,0,0,1
16012,1,0,0,0,0,0,1,0,0
16013,0,1,1,0,0,0,0,0,0
16016,0,0,0,0,0,0,0,0,1
16025,0,0,1,0,1,1,0,0,0
16027,0,0,1,0,0,0,0,0,0
16034,0,0,1,0,0,0,0,0,0
16040,0,0,1,0,0,0,0,0,0
16041,0,0,0,1,1,0,0,0,0
16047,0,1,1,0,1,1,0,0,1
16050,0,0,0,0,1,0,0,0,0
16052,0,0,0,0,0,1,0,0,0
16054,0,1,0,0,0,1,0,1,0
16056,0,1,0,0,0,0,0,1,0
16066,0,0,0,0,1,0,0,0,0
16067,1,0,0,0,0,0,0,0,0
16071,1,0,0,0,0,0,0,0,0
16073,0,1,0,0,1,0,0,0,0
16074,0,0,1,0,0,0,0,0,0
16076,0,0,0,0,0,0,0,0,1
16077,0,0,1,0,0,1,0,0,0
16078,0,0,1,0,0,0,0,0,0
16081,0,0,1,0,0,0,0,0,0
16082,0,1,0,0,1,1,0,0,0
16085,0,0,0,1,1,0,0,0,0
16087,0,0,1,0,0,1,0,0,0
16090,0,0,0,1,1,0,0,0,0
16092,0,1,0,0,1,1,0,0,0
16093,0,0,1,0,0,0,0,0,1
16097,0,0,0,0,0,1,0,0,0
16106,0,0,1,0,0,0,0,0,0
16108,0,0,0,0,1,0,0,1,0
16109,0,0,0,0,0,1,0,0,0
16117,0,1,0,0,0,0,0,0,0
16120,0,1,0,0,0,1,0,0,0
16125,0,0,0,1,1,1,0,0,0
16126,0,0,0,0,1,1,0,0,0
16128,0,0,1,0,0,0,0,0,0
16129,0,0,0,0,1,1,0,0,0
16130,0,0,0,1,1,1,0,0,0
16133,0,0,0,1,1,0,0,0,0
16134,0,0,0,0,1,1,0,0,0
16137,0,0,0,0,1,1,0,0,0
16141,0,0,1,0,1,0,0,0,0
16142,0,1,0,1,0,1,0,0,0
16143,0,0,1,0,0,0,0,0,0
16144,0,0,1,0,1,1,0,0,0
16147,0,1,0,0,0,0,0,0,0
16149,0,0,0,0,1,0,0,0,0
16150,0,1,1,0,0,0,0,0,0
16151,0,0,1,0,0,0,0,0,0
16154,0,0,1,0,1,0,0,0,0
16156,0,0,0,0,0,0,1,0,0
16160,0,1,0,0,1,0,0,0,0
16161,0,1,0,1,1,1,0,0,0
16162,0,0,0,0,1,1,0,0,0
16163,0,0,0,0,0,1,0,0,0
16164,0,0,1,0,0,0,0,0,0
16165,0,0,1,0,0,1,0,0,1
16168,0,1,0,0,0,0,0,0,0
16169,0,1,0,0,0,0,0,0,0
16171,0,0,1,0,0,0,0,0,0
16174,0,0,1,0,1,0,0,0,0
16175,0,0,0,0,0,1,0,0,0
16179,0,0,0,0,0,1,0,0,0
16181,0,0,0,0,1,1,0,0,0
16184,0,0,1,0,0,1,0,0,0
16191,0,0,1,0,1,1,0,0,0
16195,0,0,1,0,1,1,0,0,1
16196,0,0,1,0,1,1,0,0,0
16197,0,0,0,0,1,0,0,0,0
16199,0,0,0,0,1,0,0,0,0
16202,0,0,1,0,0,0,0,0,0
16203,0,0,0,0,1,0,0,0,0
16204,0,0,0,1,1,1,0,1,0
16207,0,0,1,0,0,0,0,0,0
16209,0,1,0,1,1,1,0,1,0
16212,0,0,0,0,1,0,0,0,0
16213,0,0,0,0,1,0,0,0,0
16215,0,0,1,0,1,0,0,0,1
16216,0,0,0,1,0,1,0,0,0
16220,0,0,0,0,1,1,0,0,0
