,Spark,React,.NET Core,Firebase,AngularJS,Node.js,Hadoop,Cordova,Xamarin
44408,0,0,0,0,1,0,0,0,0
44413,0,0,0,0,1,1,0,0,1
44416,0,1,0,0,0,1,0,0,0
44417,0,1,0,0,0,0,0,0,0
44418,0,0,1,0,0,0,0,0,0
44425,0,0,0,0,1,1,0,1,0
44426,0,0,1,0,0,0,0,0,0
44429,0,0,0,0,1,1,1,0,0
44432,0,0,0,0,0,1,0,0,0
44433,1,1,1,0,1,1,1,0,0
44434,0,0,1,0,0,1,0,0,1
44437,0,0,0,0,0,0,0,0,1
44438,0,0,0,0,0,1,0,1,0
44441,0,1,0,0,1,1,1,1,0
44443,0,0,0,0,1,1,0,0,0
44445,0,0,0,0,1,1,0,0,0
44447,0,0,0,0,0,0,1,0,0
44449,0,0,0,0,1,0,0,0,0
44450,0,0,0,0,1,1,0,0,0
44453,0,0,0,0,1,0,0,0,0
44459,0,0,1,0,1,1,0,0,0
44461,0,0,0,0,0,0,0,1,0
44463,0,0,0,0,1,0,0,0,0
44465,0,0,1,0,0,1,0,0,0
44467,0,0,0,0,1,1,0,0,0
44470,0,0,1,0,0,0,0,0,0
44471,0,0,0,0,1,0,0,1,0
44473,0,0,1,0,0,0,0,0,0
44474,0,1,0,0,1,0,0,0,0
44475,0,0,1,0,0,0,0,0,0
44478,0,1,1,0,1,1,0,0,0
44479,0,1,0,0,1,1,0,0,0
44481,0,0,0,0,1,1,0,0,0
44485,0,0,0,0,1,0,0,1,0
44487,0,0,1,0,0,0,0,0,0
44491,0,1,1,1,1,1,0,1,1
44492,0,0,1,0,0,0,0,0,0
44493,0,0,0,0,1,0,0,1,0
44494,0,0,0,1,0,1,0,0,0
44497,0,0,0,0,1,1,0,0,0
44498,0,0,0,0,0,1,0,0,0
44500,0,0,1,0,1,1,0,0,1
44504,0,1,0,0,0,1,0,0,0
44509,0,1,0,0,0,0,0,0,0
44511,1,1,1,0,0,1,0,0,0
44514,0,0,1,0,0,0,0,0,0
44515,0,0,1,0,0,0,0,0,0
44518,0,0,0,0,1,0,0,0,0
44522,0,0,1,0,0,0,0,0,0
44527,0,0,0,0,0,1,0,1,0
44528,0,0,0,0,1,1,0,0,0
44529,0,0,1,0,0,0,0,0,0
44530,0,0,1,0,0,0,0,0,0
44532,0,0,0,0,1,0,0,0,0
44534,0,0,0,0,0,0,1,0,0
44535,0,0,1,0,0,0,0,0,0
44536,0,0,1,0,0,0,0,0,0
44539,0,0,0,1,0,0,0,0,0
44546,0,0,1,0,1,0,0,0,1
44548,0,0,0,0,0,1,0,0,0
44549,0,1,0,0,1,0,0,0,0
44550,0,0,1,0,1,1,0,0,0
44551,0,0,1,0,0,1,0,0,0
44555,0,0,1,0,0,0,0,0,1
44559,0,0,1,0,0,0,0,0,0
44561,0,0,1,0,1,0,0,0,0
44563,0,0,1,0,0,1,0,0,0
44564,0,0,0,0,1,0,0,0,0
44565,0,0,1,0,0,0,0,0,0
44566,0,0,0,0,1,0,0,0,0
44567,1,0,0,0,0,0,1,0,0
44568,0,0,1,0,0,0,0,0,0
44569,0,0,0,0,1,0,0,0,0
44570,0,0,0,0,0,1,0,0,0
44573,0,0,1,0,1,0,0,1,0
44575,0,0,0,0,1,0,0,1,0
44576,0,1,0,0,0,1,0,0,0
44577,1,0,0,0,0,0,1,0,0
44585,0,0,1,0,0,0,0,0,0
44586,0,1,0,0,1,1,0,0,0
44587,0,0,0,0,1,1,0,0,0
44590,0,0,1,0,0,0,0,0,0
44592,0,0,1,1,0,0,0,0,0
44595,0,0,0,0,0,1,0,0,0
44596,0,0,1,0,0,0,0,0,1
44597,0,0,0,1,0,1,0,0,1
44599,0,0,0,0,0,1,0,0,0
44601,0,1,1,0,1,1,1,1,0
44602,0,0,1,0,0,0,0,0,0
44603,0,0,1,0,0,0,0,0,0
44604,0,1,1,0,0,0,0,0,1
44605,0,0,1,0,0,0,0,0,1
44608,0,0,1,0,0,0,1,1,0
44609,0,0,1,0,0,0,0,0,0
44610,1,0,0,0,1,1,0,0,0
44611,0,0,0,0,1,0,0,0,0
44612,0,0,0,0,1,0,0,0,0
44613,1,0,0,0,0,0,0,0,0
44614,0,1,0,0,0,1,0,0,0
44615,0,0,1,0,1,1,0,0,0
44616,0,0,0,0,1,0,0,0,0
44618,0,1,1,0,1,1,0,0,0
44620,1,0,0,0,0,0,0,0,0
44621,0,0,1,0,1,1,0,0,0
44622,0,0,1,1,0,1,0,0,0
44623,0,0,0,0,1,1,0,0,0
44624,0,0,1,0,1,0,0,0,0
44625,0,0,0,0,1,0,1,0,0
44627,0,1,0,0,1,1,0,0,0
44629,0,0,0,0,0,1,0,1,0
44631,0,0,1,0,1,1,0,0,0
44632,0,0,1,0,0,0,0,0,0
44633,0,0,1,0,0,0,0,0,0
44634,0,0,0,1,0,0,0,0,0
44638,0,0,0,0,1,1,0,0,0
44639,0,0,0,0,0,1,0,0,0
44643,0,0,0,0,0,1,0,0,0
44644,0,1,0,0,0,1,0,0,0
44646,0,0,0,1,0,0,0,0,1
44648,0,0,0,1,0,1,0,0,0
44649,0,1,0,0,1,1,0,0,0
44650,0,0,0,0,1,0,0,0,0
44651,0,0,0,0,1,0,0,0,0
44652,0,0,0,0,1,0,0,1,0
44653,0,0,0,0,1,1,0,0,0
44655,0,0,0,0,1,1,0,0,0
44656,0,0,0,1,0,1,0,0,1
44658,0,0,1,0,1,1,0,1,1
44662,0,0,0,0,1,0,0,0,0
44664,0,0,0,0,1,0,0,0,0
44666,0,1,0,0,0,1,0,0,0
44667,0,0,0,0,0,1,0,0,0
44668,0,0,1,0,0,0,0,0,0
44670,0,1,0,0,1,1,0,0,0
44671,0,0,0,0,0,1,0,0,0
44672,0,0,0,0,0,1,0,0,0
44676,0,0,0,1,0,0,0,0,0
44678,0,1,0,0,1,1,0,0,0
44680,0,0,0,0,1,0,0,0,0
44683,0,0,1,0,1,1,0,0,0
44684,0,0,1,0,0,0,0,0,0
44685,0,1,0,0,0,0,0,0,0
44688,0,1,0,0,0,0,0,0,0
44689,0,0,0,0,1,1,0,1,0
44690,0,1,0,0,1,1,0,0,0
44691,0,0,0,0,1,1,0,0,0
44692,1,0,1,0,0,0,1,0,0
44695,0,0,0,0,1,0,0,0,0
44696,0,0,0,1,1,1,0,0,0
44697,0,1,0,0,1,1,0,0,0
44703,0,0,1,0,0,0,0,0,0
44704,0,0,0,0,0,1,0,0,0
44709,0,1,1,0,1,1,0,0,0
44710,0,1,0,0,0,1,0,1,0
44711,0,0,0,0,1,0,0,0,0
44712,0,0,0,0,0,1,0,0,0
44714,0,0,1,0,0,0,0,0,0
44716,0,0,1,0,0,0,0,0,0
44717,0,0,1,0,1,1,0,0,1
44719,0,1,0,0,0,0,0,0,0
44720,0,0,0,0,1,1,0,0,0
44721,0,1,1,0,1,1,0,0,0
44727,0,0,1,0,0,0,0,0,0
44728,0,1,0,0,1,0,0,0,0
44729,0,1,0,0,1,1,0,1,0
44730,0,1,1,0,0,0,0,0,0
44731,0,0,1,0,0,0,0,0,0
44733,0,0,0,0,1,1,0,0,0
44738,0,0,0,0,1,0,0,0,0
44739,0,0,0,0,1,1,0,0,0
44740,0,0,0,0,0,1,0,0,0
44741,0,1,0,1,1,1,0,0,0
44742,0,0,1,0,0,0,0,0,0
44743,0,1,0,0,0,1,0,0,0
44744,1,0,0,0,1,1,0,0,0
44746,0,0,0,0,1,1,0,0,0
44747,0,0,1,0,0,0,0,0,0
44749,0,0,1,0,0,0,0,0,0
44750,0,0,0,1,0,0,0,0,0
44752,0,0,0,0,1,1,0,0,0
44753,0,0,0,0,0,0,1,0,0
44754,0,1,0,0,1,1,0,0,0
44755,0,0,1,0,1,0,0,0,0
44756,0,1,0,0,0,1,0,0,0
44758,0,0,1,0,0,0,0,0,0
44762,0,0,0,0,1,0,0,0,0
44766,0,0,0,0,0,1,0,0,0
44767,0,1,0,0,1,1,0,1,0
44770,0,0,1,0,0,1,0,0,1
44771,0,0,1,0,0,1,0,0,0
44772,0,0,1,0,0,0,0,0,0
44774,0,0,1,0,0,1,0,0,1
44776,0,0,0,0,1,0,0,0,0
44777,0,0,0,1,0,0,0,0,0
44778,0,0,0,1,0,0,0,0,0
44780,0,1,0,0,0,1,0,1,0
44781,0,0,1,0,1,1,0,1,1
44783,0,0,0,0,1,1,0,0,0
44784,0,0,0,0,1,1,0,0,0
44785,0,0,0,0,0,1,0,0,0
44786,0,0,1,0,0,0,0,0,1
44787,0,0,1,0,0,1,0,0,0
44788,0,0,0,0,1,0,0,0,0
44789,0,0,0,0,1,0,1,0,0
44790,0,0,0,0,1,0,0,0,0
44792,0,0,0,0,1,1,0,0,0
44793,0,0,1,0,0,0,0,0,0
44797,0,0,0,1,0,0,0,0,0
44798,0,0,1,0,0,0,0,0,0
44799,0,0,1,0,1,1,0,0,0
44800,0,0,1,0,0,0,0,0,1
44801,0,0,1,0,0,0,0,0,0
44806,0,0,1,0,0,0,0,0,0
44807,0,0,1,0,0,0,0,0,0
44808,0,1,1,0,0,1,0,0,0
44811,0,1,1,0,1,0,0,0,0
44812,0,0,1,0,0,0,0,0,0
44813,0,0,1,0,0,1,0,0,0
44814,0,0,1,0,0,0,0,0,0
44818,0,1,0,1,1,1,0,1,0
44819,0,0,0,0,1,1,0,0,0
44823,0,0,1,0,0,0,0,0,0
44824,0,0,0,1,0,1,0,0,0
44826,0,1,1,0,0,1,0,0,0
44832,0,0,1,0,1,0,0,0,0
44833,0,0,0,0,1,0,0,0,0
44834,0,0,0,0,0,1,0,0,0
44836,0,0,0,0,0,1,0,0,0
44837,0,0,0,0,1,1,0,0,0
44838,0,0,0,1,1,1,0,1,0
44839,0,1,0,0,0,0,0,0,0
44841,0,0,0,0,0,1,0,0,0
44842,0,0,0,0,1,1,0,0,0
44843,0,0,0,0,1,1,0,0,0
44847,0,0,0,0,1,0,0,0,0
44848,0,0,1,0,0,0,0,0,1
44849,0,1,0,0,0,1,0,0,0
44850,0,0,0,0,0,1,1,1,0
44852,0,0,0,0,1,0,0,0,0
44853,0,0,0,0,1,0,0,0,0
44856,0,0,0,0,1,1,0,0,0
44857,0,0,0,0,1,1,0,0,0
44865,0,0,1,0,0,0,0,0,0
44866,0,0,1,0,1,0,0,0,1
44871,0,0,0,0,0,1,0,0,0
44876,0,0,1,0,1,0,0,0,0
44877,0,0,1,0,0,0,0,0,0
44879,0,1,1,0,0,1,0,0,0
44882,0,1,0,0,0,1,0,0,0
44884,0,0,1,0,0,0,0,0,0
44885,0,0,1,0,0,0,0,0,0
44886,0,1,0,1,1,1,0,1,0
44887,0,1,0,0,1,1,0,0,0
44888,0,1,0,0,0,1,0,0,0
44891,0,0,1,0,0,0,0,0,0
44892,0,0,0,0,1,1,0,0,0
44895,0,0,0,0,1,0,0,1,1
44897,0,0,0,0,1,1,0,0,0
44898,0,0,0,0,1,1,0,0,0
44899,0,0,0,0,1,0,0,0,0
44900,0,1,0,0,0,0,0,0,0
44902,0,1,0,0,0,1,1,0,0
44903,0,1,0,0,0,1,0,0,0
44905,0,0,1,0,0,0,0,0,0
44906,0,1,0,0,0,1,0,0,0
44908,0,0,0,0,0,1,0,0,0
44909,0,0,1,0,0,0,0,0,0
44910,0,0,0,0,0,1,0,0,1
44914,1,0,0,0,0,0,1,0,0
44915,0,1,1,0,1,1,0,0,1
44916,0,0,1,0,1,0,0,0,0
44917,0,0,0,0,1,0,0,0,0
44919,0,0,0,0,1,1,0,1,0
44920,0,1,0,0,1,1,0,0,0
44923,0,1,1,0,1,0,0,0,0
44925,0,1,0,1,0,1,0,0,0
44926,0,1,0,0,1,1,0,0,0
44927,0,0,0,0,1,1,0,0,0
44931,0,0,0,0,0,1,0,0,0
44933,0,0,1,0,0,0,0,0,0
44934,0,0,0,0,1,1,0,0,0
44935,0,1,0,0,1,1,0,0,0
44936,0,0,1,0,0,0,0,0,0
44939,0,0,0,0,1,0,0,0,0
44940,0,0,1,0,0,0,0,0,0
44941,0,0,1,0,0,1,0,1,1
44942,0,0,0,1,0,1,0,0,0
44945,0,0,1,0,0,0,0,0,0
44946,0,0,0,0,0,0,1,0,0
44948,0,0,0,0,1,1,0,0,0
44949,0,0,1,0,1,0,0,0,0
44950,0,1,0,0,0,1,0,0,0
44952,0,0,1,0,0,0,0,0,0
44957,0,0,0,1,0,0,0,0,0
44961,0,0,1,0,1,1,0,0,0
44962,0,0,1,0,0,0,0,0,0
44965,1,0,0,0,0,1,1,1,0
44969,0,0,1,0,1,1,0,0,0
44972,0,0,1,0,0,1,0,0,1
44976,0,0,0,0,1,0,0,0,0
44982,0,0,0,0,1,0,0,0,0
44985,0,0,1,0,0,0,0,0,0
44988,0,0,0,0,1,1,0,1,1
44989,0,0,0,0,1,1,0,0,0
44990,1,0,0,0,1,0,0,0,0
44991,0,0,1,0,0,0,0,1,0
44993,0,0,0,1,0,1,0,0,0
44994,0,1,1,0,1,0,0,0,0
44996,0,0,1,0,0,0,0,0,0
44997,0,1,0,0,1,1,1,1,0
44998,0,0,1,0,0,0,0,0,0
45002,0,0,0,0,1,0,0,0,0
45003,0,1,0,0,0,0,0,0,0
45008,0,0,1,0,0,0,0,0,0
45010,0,0,1,0,1,0,0,0,0
45011,0,0,0,0,1,1,0,0,0
45012,0,0,1,0,0,0,0,0,0
45014,0,1,0,0,1,1,0,0,0
45016,0,0,0,1,0,0,0,0,0
45017,0,0,0,0,1,1,0,0,0
45019,0,0,1,1,1,1,0,0,1
45023,0,0,0,0,1,1,0,0,0
45026,0,0,0,0,0,1,0,0,0
45027,0,0,0,0,0,1,0,1,0
45028,0,0,0,0,0,1,0,0,0
45029,0,0,1,0,0,0,0,0,0
45032,0,0,0,0,1,1,0,0,0
45033,0,0,0,0,0,1,0,0,0
45034,0,0,0,1,0,0,0,0,0
45035,0,0,0,0,1,0,0,0,0
45036,0,1,0,0,0,0,0,0,0
45037,0,0,1,1,0,0,0,0,0
45040,0,1,0,0,0,1,1,0,0
45041,0,1,0,0,1,1,0,0,0
45042,0,0,0,0,1,0,0,0,0
45045,0,0,0,0,1,0,0,0,0
45048,0,0,0,0,0,1,0,0,0
45049,0,0,0,1,0,0,0,0,0
45050,0,0,0,0,0,1,0,0,1
45051,0,1,0,1,1,1,0,1,0
45054,0,0,1,0,0,1,0,0,0
45056,0,0,0,0,1,0,0,0,0
45059,0,0,0,0,0,1,0,0,0
45060,1,0,0,0,0,0,0,0,0
45061,0,1,0,0,0,1,0,0,0
45062,0,1,0,0,0,1,1,1,0
45064,0,0,1,0,0,1,0,0,0
45069,0,0,0,0,1,0,0,0,0
45071,0,0,0,0,0,1,0,0,0
45073,0,0,1,0,1,0,0,0,0
45077,0,0,0,0,1,0,0,0,0
45079,0,0,1,0,0,0,0,0,0
45080,0,1,0,0,0,0,0,0,0
45082,0,1,0,0,0,1,1,0,0
45083,0,1,1,0,0,1,0,0,1
45085,0,0,0,0,1,1,0,0,0
45087,0,1,0,0,0,1,0,0,0
45088,0,1,0,0,0,1,0,0,0
45092,0,0,1,0,0,0,0,0,0
45094,0,0,0,0,1,1,0,0,0
45095,0,0,0,0,0,0,0,0,1
45096,0,0,0,0,0,1,0,0,0
45097,0,0,0,0,0,0,0,1,0
45099,0,0,0,0,0,1,0,0,0
45100,0,0,1,0,0,0,0,0,1
45102,0,1,1,0,0,1,0,1,0
45105,0,0,1,0,0,1,0,1,0
45106,0,1,0,0,0,1,0,0,0
45108,0,1,0,0,1,1,0,1,0
45110,0,0,1,0,0,1,0,0,1
45111,0,0,1,0,0,0,0,0,0
45112,0,0,1,0,0,0,0,0,0
45116,0,0,1,0,1,0,0,0,0
45117,0,0,1,0,0,0,0,0,0
45118,0,0,0,0,1,1,0,0,0
45121,0,0,0,0,1,0,0,0,0
45122,0,0,0,0,0,1,0,0,0
45124,0,1,0,0,0,1,0,0,0
45125,0,0,0,0,1,1,0,0,0
45131,0,0,0,0,0,1,0,0,0
45133,0,0,0,0,0,0,0,1,0
45135,0,1,1,0,1,1,0,0,0
45137,0,0,1,0,0,0,1,0,0
45138,0,0,0,0,0,1,0,0,1
45141,0,0,0,0,1,0,0,1,0
45143,0,0,0,0,0,0,0,1,0
45144,0,1,0,0,1,1,0,0,0
45149,0,0,0,0,0,1,0,0,0
45151,0,1,1,0,1,1,0,1,1
45153,0,0,1,0,0,0,0,0,0
45154,1,0,1,0,0,0,0,0,0
45158,1,0,0,0,0,0,1,0,0
45160,0,0,0,0,1,1,0,0,0
45164,0,0,1,0,0,0,0,0,0
45167,0,0,0,0,1,1,0,0,0
45168,0,0,0,0,1,0,0,0,0
45169,0,0,0,0,1,0,0,0,0
45171,0,0,0,0,0,1,0,0,0
45172,0,0,1,0,1,1,0,0,1
45173,0,0,0,0,0,0,0,0,1
45175,0,0,0,0,0,1,0,0,0
45176,0,0,0,0,1,0,0,0,0
45177,1,1,0,0,1,1,0,0,0
45179,0,0,0,0,0,1,0,0,0
45180,0,0,0,0,0,1,0,0,0
45183,0,0,0,0,1,0,0,0,0
45186,0,0,1,0,0,0,0,0,0
45187,0,0,1,0,1,0,0,0,0
45191,0,0,0,0,0,1,0,0,0
45192,0,0,0,0,1,1,0,0,0
45193,0,1,0,0,1,1,0,0,0
45195,0,1,1,0,0,1,0,0,0
45196,0,1,0,0,0,0,0,0,0
45197,0,0,0,0,0,1,0,0,0
45198,0,0,1,0,1,0,0,0,1
45199,0,0,0,0,1,1,0,1,0
45203,0,1,0,0,1,1,0,0,0
45204,0,0,1,0,1,1,0,1,0
45210,0,0,0,0,1,0,0,0,0
45211,0,0,0,0,1,0,0,0,0
45212,0,0,1,1,0,0,0,0,0
45216,0,0,0,0,0,1,0,0,0
45218,0,1,0,0,0,1,0,0,0
45221,0,0,1,0,0,0,0,0,1
45225,0,0,0,0,0,1,0,0,0
45227,0,0,1,0,0,0,0,0,1
45229,0,0,0,0,0,1,0,0,0
45231,0,0,1,0,1,0,0,0,0
45238,0,0,0,0,1,1,0,0,0
45239,0,0,1,0,0,0,0,0,0
45242,0,1,1,1,0,1,0,0,0
45246,0,0,0,0,0,1,0,0,0
45247,0,0,1,0,0,0,0,0,0
45250,0,0,1,0,1,0,0,0,0
45252,0,0,0,0,0,1,0,0,0
45253,0,1,0,0,0,0,0,0,0
45254,0,0,0,0,1,0,0,0,1
45255,0,0,1,0,0,0,0,0,0
45258,0,1,0,0,1,1,0,0,0
45259,0,0,0,1,0,1,0,0,0
45260,0,0,1,0,1,1,0,0,0
45266,0,1,0,0,0,1,0,0,0
45269,0,0,1,1,0,0,0,0,0
45271,0,0,1,0,1,1,0,0,0
45272,0,0,0,0,1,1,0,0,0
45273,0,1,0,0,0,1,0,0,0
45274,0,0,1,0,0,0,0,0,0
45275,0,0,1,0,1,1,0,0,0
45276,0,0,1,0,1,1,0,0,0
45277,0,0,0,1,0,0,0,0,0
45278,0,0,1,0,0,0,0,0,0
45279,0,0,0,0,1,0,0,0,0
45280,0,0,0,0,1,0,0,0,0
45281,0,0,0,0,1,1,0,1,0
45290,0,0,0,0,0,1,0,0,0
45291,0,0,1,0,0,0,0,0,0
45292,0,0,1,0,0,0,0,0,0
45293,0,0,1,0,1,1,0,0,1
45295,0,0,0,0,1,1,0,0,0
45296,0,0,1,0,0,0,0,0,0
45305,0,0,1,0,0,0,0,0,0
45307,0,0,1,0,0,0,0,0,0
45308,1,0,0,0,0,1,1,1,0
45312,0,0,1,0,0,0,0,0,0
45316,0,1,0,0,1,1,1,0,0
45317,0,0,0,0,1,1,1,0,0
45318,0,0,0,0,0,1,0,0,0
45321,0,0,0,0,0,1,0,0,0
45324,0,0,0,0,1,0,0,0,0
45325,0,0,1,0,0,0,0,0,0
45326,0,0,0,0,0,0,0,1,0
45328,0,0,1,0,0,0,0,0,0
45329,0,1,0,0,0,1,0,0,0
45330,0,0,0,0,1,0,0,0,0
45332,0,0,0,1,1,1,0,1,1
45333,0,0,1,1,0,1,0,1,1
45336,0,1,1,0,1,0,0,1,0
45339,0,1,0,0,0,1,0,0,0
45340,0,1,0,1,1,1,0,0,0
45342,0,0,1,0,0,0,0,0,0
45344,0,0,0,0,1,1,0,0,0
45345,0,1,0,0,0,1,0,0,0
45348,0,0,0,0,1,0,0,0,0
45349,0,0,1,0,0,1,0,0,0
45350,0,0,1,0,0,0,0,0,0
45351,0,0,1,0,0,0,0,0,0
45352,0,0,1,0,0,1,0,0,1
45354,0,0,1,0,1,1,0,0,0
45355,0,0,0,0,1,0,0,1,0
45356,0,0,1,0,1,0,0,0,0
45357,0,0,0,0,1,0,0,0,0
45359,0,0,0,0,0,0,0,0,1
45361,0,1,0,0,1,1,0,0,0
45363,0,0,0,0,0,1,0,1,0
45364,0,0,0,0,1,0,0,1,0
45368,0,1,0,0,0,1,0,0,0
45370,0,0,0,0,1,1,0,0,1
45373,0,0,1,0,0,0,0,0,0
45374,0,1,0,0,1,1,0,0,0
45377,0,0,1,0,0,0,0,0,0
45379,0,0,0,0,1,0,0,1,0
45380,0,0,0,0,1,0,0,0,1
45383,0,0,1,0,0,0,0,0,0
45384,0,1,0,0,1,1,0,0,0
45386,0,0,0,0,0,1,1,0,0
45388,0,0,0,1,0,0,0,0,0
45390,0,0,0,0,1,0,0,0,0
45391,0,1,0,0,1,1,1,0,0
45394,0,0,0,0,1,0,0,0,0
45396,0,0,1,0,0,1,0,0,0
45398,0,0,0,0,1,1,0,1,0
45399,0,0,1,0,0,0,0,0,0
45400,1,0,1,0,0,0,1,0,1
45401,0,0,1,0,0,0,0,0,0
45402,0,0,0,0,1,1,0,0,0
45403,0,0,0,0,0,1,0,0,0
45404,0,0,1,0,0,0,0,0,0
45405,0,0,0,0,1,1,0,1,0
45408,0,0,0,0,1,1,0,1,0
45409,0,0,0,1,1,1,0,1,0
45413,0,0,0,0,1,0,0,0,0
45417,0,0,0,1,0,0,0,0,0
45418,0,0,1,0,1,0,0,0,0
45420,0,1,0,0,0,0,0,0,0
45422,0,0,1,0,0,1,0,0,0
45425,0,0,1,0,0,0,0,0,0
45426,0,0,1,0,0,0,0,0,0
45429,0,0,0,0,0,1,0,0,0
45430,0,0,0,0,0,1,0,0,0
45431,0,1,0,0,1,0,0,0,0
45433,0,0,1,0,1,1,0,0,0
45434,0,0,1,0,1,1,0,0,0
45435,0,0,0,0,0,0,0,1,0
45439,0,0,0,0,1,1,0,0,0
45443,0,1,0,0,1,1,0,0,0
45445,0,0,0,0,1,0,0,1,0
45448,0,0,0,0,1,1,0,1,0
45455,1,0,0,0,0,0,1,0,0
45457,0,0,1,0,1,1,0,0,0
45458,0,0,0,0,1,1,0,0,0
45460,0,0,0,0,1,1,0,0,0
45462,0,0,0,0,0,1,0,0,0
45463,0,0,0,0,1,0,0,0,0
45466,0,0,1,0,1,0,0,0,0
45467,0,0,0,0,1,1,0,0,0
45470,0,0,1,0,0,0,0,0,0
45472,0,0,1,0,0,0,0,0,0
45473,0,0,1,0,0,0,0,0,0
45476,0,0,0,0,1,0,0,0,0
45477,0,1,0,0,0,0,0,0,0
45486,0,0,0,0,1,1,0,1,0
45487,0,0,0,0,0,1,0,1,1
45493,0,0,0,0,0,1,0,0,0
45495,0,0,0,0,0,1,0,0,0
45496,0,0,1,0,0,0,0,1,0
45498,0,0,0,1,1,1,0,0,0
45502,0,1,0,0,0,1,0,0,0
45503,0,0,0,0,0,1,0,0,0
45506,0,0,1,0,0,0,0,0,0
45511,0,0,1,0,0,0,0,0,0
45513,0,1,0,1,0,1,0,0,0
45515,0,1,0,0,1,1,0,0,0
45516,0,0,0,0,1,0,0,0,0
45520,0,0,0,1,0,0,0,0,0
45523,0,0,1,0,0,0,0,0,0
45524,1,0,0,0,0,0,0,0,1
45525,0,1,0,0,0,0,0,0,0
45527,0,0,0,1,0,0,0,0,0
45531,0,1,0,0,0,1,0,0,0
45533,0,0,0,0,1,1,0,1,0
45535,0,1,0,0,0,0,0,0,0
45536,0,0,1,0,1,1,0,1,1
45537,0,0,0,0,1,1,0,1,0
45539,1,0,1,0,0,1,0,0,0
45541,0,1,1,0,1,1,1,0,0
45544,0,0,0,0,0,1,0,0,0
45549,0,1,0,0,1,1,0,0,0
45551,0,0,1,0,0,0,0,0,0
45552,0,1,0,0,0,0,0,0,0
45554,0,0,0,0,1,1,0,0,0
45561,0,0,0,0,1,1,0,0,0
45562,0,0,0,0,1,1,0,0,0
45563,0,1,0,0,1,0,0,0,0
45564,0,0,1,0,0,0,0,0,0
45571,0,1,0,0,1,1,0,1,0
45572,0,0,1,0,0,0,0,0,0
45575,0,0,0,0,0,0,1,0,0
45576,0,0,0,0,1,0,0,0,0
45577,0,0,0,0,0,1,0,0,1
45579,0,0,0,0,1,1,0,1,0
45581,0,0,1,0,0,0,0,0,1
45582,1,1,0,0,1,1,0,1,0
45583,0,0,0,1,0,0,0,0,0
45585,0,0,0,0,0,1,0,0,0
45589,1,0,0,0,0,1,1,0,0
45592,0,0,1,0,0,0,0,0,0
45593,0,1,0,0,0,0,0,0,0
45594,0,0,0,0,0,1,0,0,0
45595,0,0,0,0,1,0,0,0,0
45600,0,0,1,0,0,0,0,0,0
45602,0,0,0,0,0,1,0,0,0
45604,0,0,0,0,0,1,0,0,0
45607,0,0,0,0,0,1,0,0,0
45608,0,0,0,0,1,1,0,0,0
45610,0,0,1,0,0,0,0,0,0
45612,0,1,0,0,1,1,0,0,0
45613,0,0,1,0,1,1,0,0,0
45614,0,1,0,0,1,0,0,0,0
45615,0,0,0,1,0,0,0,0,0
45622,0,0,0,0,1,1,0,1,0
45625,0,0,0,0,1,1,0,0,0
45628,0,0,1,0,1,1,0,1,0
45631,0,0,0,0,0,1,0,0,0
45632,0,0,0,0,0,1,0,0,0
45634,0,0,1,0,0,0,0,0,0
45635,0,0,0,0,1,1,0,1,0
45636,0,1,0,0,0,1,0,0,0
45639,0,0,0,0,1,1,0,0,0
45641,0,0,0,0,0,1,0,0,0
45645,0,0,0,0,0,1,0,0,0
45646,0,0,0,0,0,0,1,0,0
45647,0,0,0,0,1,1,0,0,0
45649,0,0,1,0,0,0,0,0,0
45651,0,0,1,0,1,0,0,0,0
45652,0,0,1,0,0,0,0,0,1
45655,0,0,0,0,0,1,0,0,0
45656,0,0,0,0,1,1,0,1,0
45657,0,0,0,0,1,1,0,0,0
45658,1,1,1,1,1,1,1,1,1
45659,0,0,0,0,0,1,0,0,0
45664,0,0,1,0,0,0,0,0,0
45666,0,1,0,0,0,0,1,0,0
45668,0,0,0,0,1,0,0,0,0
45670,0,0,0,0,0,0,0,1,0
45675,0,0,0,0,1,0,0,0,0
45677,0,0,1,0,0,0,0,0,0
45678,0,1,0,0,0,0,0,0,0
45681,0,0,1,0,0,0,0,0,0
45682,0,0,1,0,0,0,0,0,0
45685,0,0,0,0,1,0,0,0,0
45690,1,0,0,0,0,0,1,0,0
45694,0,0,0,0,1,1,0,0,0
45696,0,0,1,0,0,0,0,0,0
45702,0,0,1,0,0,0,0,0,0
45703,0,0,1,0,0,0,0,0,0
45704,0,0,0,1,1,0,0,0,0
45705,0,0,0,0,1,0,0,0,0
45708,0,0,1,0,0,0,0,0,0
45713,0,0,0,0,1,0,0,1,0
45714,0,0,0,0,1,0,0,0,0
45715,0,1,0,0,0,1,0,0,0
45717,0,0,1,0,1,1,0,0,0
45718,0,1,0,0,1,1,0,0,0
45722,0,0,0,0,1,1,0,0,0
45723,0,0,1,0,0,0,0,0,0
45725,0,0,0,1,0,0,0,1,0
45727,0,0,0,0,0,1,0,0,0
45731,0,0,0,0,0,1,0,0,0
45734,0,1,0,0,0,1,0,0,0
45736,0,0,0,0,1,0,0,0,0
45737,0,0,0,0,0,1,0,0,0
45738,0,1,0,0,0,0,0,0,0
45740,0,0,0,1,0,0,0,0,0
45742,0,0,0,0,0,0,0,1,0
